X,y
0.66,-2.29
5.4,10.49
4.28,10.86
4.76,20.43
8.21,12.42
7.01,17.01
9.94,32.06
6.78,22.19
4.25,18.14
7.88,30.97
8.43,25.97
1.65,4.57
5.97,20.82
8.69,28.54
3.82,16.1
4.38,20.59
6.31,9.09
6.31,20.6
0.16,6.8
3.81,13.53
6.74,14.31
4.26,18.85
7.14,35.48
3.32,12.94
9.51,30.94
9.01,17.73
3.6,7.11
3.98,16.37
2.63,7.93
7.15,25.17
8.03,25.42
1.37,-2.9
3.79,22.87
6.06,15.35
9.26,22.87
6.67,32.72
5.95,17.87
1.1,11.31
1.16,1.72
3.21,8.83
3.04,5.25
3.7,22.53
8.62,26.0
4.58,15.61
0.43,7.14
2.77,13.67
9.01,30.95
7.99,30.0
7.97,20.45
4.72,14.9
7.82,23.24
7.02,25.55
6.21,15.55
6.32,13.9
8.3,20.65
7.65,22.23
0.71,7.93
8.75,24.07
6.71,24.92
5.04,18.04
3.01,14.47
7.02,18.98
6.24,25.93
2.8,3.89
1.45,1.18
1.56,11.73
3.83,15.84
7.27,20.01
3.78,10.66
1.14,-1.5
9.05,35.16
8.36,25.66
2.22,7.3
8.01,21.81
7.27,27.66
9.43,22.26
8.37,29.51
0.95,9.77
9.43,35.07
1.33,0.08
2.85,12.06
7.84,22.97
1.39,2.33
4.68,19.17
9.93,24.91
6.95,25.5
0.37,1.25
0.62,4.97
2.78,10.72
1.33,10.44
7.58,20.14
9.73,20.73
3.38,17.26
8.83,19.05
5.55,18.08
0.9,18.69
2.74,5.33
5.32,14.76
9.14,34.15
6.59,19.97
3.52,10.79
1.67,14.05
9.92,27.07
5.32,20.75
7.7,24.42
5.28,17.38
3.3,21.34
7.95,14.44
9.74,35.62
7.94,27.39
6.06,21.83
2.33,9.75
7.02,25.16
6.04,17.91
7.89,24.11
7.19,15.13
2.9,21.06
0.2,0.56
3.31,11.3
8.71,21.14
0.66,5.72
2.77,1.79
1.08,11.52
8.44,21.56
2.78,9.64
2.29,3.17
5.73,18.64
6.57,20.12
3.69,6.15
5.95,20.69
6.18,14.87
9.13,25.19
6.57,14.96
1.88,0.19
7.13,20.96
9.91,19.42
3.18,4.63
4.35,9.97
4.05,21.29
4.76,16.35
3.22,6.03
5.79,19.69
0.9,1.48
4.1,6.57
0.64,6.38
3.29,6.69
2.03,2.82
1.18,1.8
8.69,19.68
1.76,6.6
3.73,16.25
2.4,14.47
6.7,21.95
5.86,15.52
4.81,7.02
0.61,11.17
1.85,8.75
6.79,22.47
0.89,11.14
5.48,10.71
6.87,22.02
6.68,23.37
9.78,32.41
1.61,9.37
1.21,7.33
2.39,10.69
5.06,15.14
2.16,8.17
7.63,20.97
2.6,14.03
9.74,31.79
8.37,31.17
7.96,24.71
9.69,26.11
6.54,23.74
6.61,17.37
9.82,26.27
9.35,23.65
1.29,9.77
8.4,21.88
4.48,19.18
5.64,11.71
2.43,22.97
6.58,23.93
6.96,15.73
2.41,10.32
5.35,20.35
3.37,19.16
6.91,20.98
7.23,27.48
7.44,18.29
5.45,15.67
7.51,23.33
5.0,23.6
3.63,11.43
4.19,16.33
5.05,10.16
1.9,2.47
9.44,19.91
7.7,20.02
7.74,17.84
3.07,7.95
1.2,-0.74
9.07,26.7
5.28,19.7
5.16,29.57
3.12,3.55
4.12,11.07
9.67,27.24
2.92,8.5
4.6,13.51
6.51,19.65
3.38,14.58
5.25,17.01
5.25,20.74
6.88,17.15
8.61,23.13
2.77,12.3
9.63,24.42
8.01,25.74
9.13,26.57
5.95,9.44
5.98,24.23
0.6,2.34
8.22,24.48
9.35,24.33
9.11,31.34
4.03,14.12
7.41,22.52
6.02,23.99
2.57,11.79
4.94,11.3
8.32,24.8
0.41,4.29
3.01,13.79
6.84,24.86
2.27,7.89
7.97,20.93
1.35,9.11
9.03,22.43
2.5,6.89
0.89,-0.91
8.22,32.85
6.78,14.91
2.86,18.57
6.91,24.23
0.57,4.52
0.68,14.12
8.0,29.54
7.75,19.43
9.83,36.93
6.9,31.1
3.14,14.8
4.03,12.93
7.7,23.82
7.38,25.07
8.85,23.89
0.67,13.99
7.75,28.58
4.74,21.48
1.09,7.74
2.24,3.79
6.78,21.2
9.55,29.26
9.13,25.89
8.13,17.61
2.14,15.19
8.22,27.82
7.92,19.0
7.62,19.17
0.14,1.49
4.64,18.19
7.73,20.85
6.53,22.94
4.06,16.45
0.22,6.26
0.44,5.56
0.13,4.55
1.67,-1.23
2.99,18.48
9.6,36.82
6.1,21.33
5.22,17.73
7.81,24.25
3.17,5.55
2.55,9.65
1.99,16.69
9.25,31.72
5.93,17.4
9.61,26.19
2.92,13.07
2.99,5.75
3.06,7.65
7.21,19.81
0.18,2.38
7.26,15.69
8.88,27.71
1.88,5.49
8.9,24.82
1.35,16.9
5.15,19.74
6.35,21.15
6.29,18.76
1.19,5.51
8.59,23.46
5.39,8.5
9.45,19.52
9.54,31.01
2.8,16.57
2.41,17.59
3.52,9.92
2.39,6.86
5.6,16.59
0.75,-3.01
0.34,5.44
5.01,29.56
8.37,30.06
7.57,26.61
8.21,25.62
7.9,18.18
2.58,8.15
8.75,28.5
7.45,27.48
7.18,25.96
1.84,3.34
0.13,8.21
0.19,-8.47
9.12,19.76
5.4,20.57
6.18,22.85
0.14,-0.78
0.54,12.95
7.37,21.46
6.4,27.41
3.19,11.36
7.44,26.79
2.83,4.33
7.91,28.55
2.39,10.06
2.96,4.69
1.5,12.16
7.46,27.9
1.09,1.92
2.12,6.18
7.85,31.88
0.33,15.18
1.77,9.43
2.9,14.52
0.59,1.76
1.45,12.42
7.07,13.19
6.02,17.44
6.02,15.01
3.54,14.81
3.27,15.21
7.22,25.5
1.33,6.85
3.26,9.48
1.97,5.02
3.19,19.54
0.34,2.0
0.59,6.18
3.45,5.73
6.05,14.58
3.64,14.51
2.37,16.38
6.24,28.87
3.92,13.66
3.4,15.66
4.98,16.48
2.96,20.29
6.29,24.33
3.46,13.2
5.28,8.23
3.03,5.09
6.96,18.01
5.5,7.51
3.66,22.54
6.48,24.93
8.14,22.97
6.39,9.02
6.37,16.08
2.33,10.47
4.05,10.85
2.75,14.26
6.58,25.5
7.43,18.89
3.24,7.97
1.83,11.8
1.14,9.47
0.75,6.17
0.65,15.02
5.82,24.84
9.85,28.65
6.55,12.64
4.61,15.19
4.13,14.2
5.16,18.85
2.53,14.79
4.53,13.77
2.07,7.63
6.52,24.8
6.95,18.85
2.7,4.92
2.97,22.75
6.08,14.76
7.19,24.27
7.04,20.5
5.69,17.47
4.74,11.58
9.37,23.41
0.51,-3.3
7.77,43.59
6.84,18.08
4.83,16.89
7.73,25.72
4.91,22.77
9.76,32.33
3.45,21.08
4.56,17.56
5.59,24.55
9.36,28.82
6.79,17.58
2.16,11.3
7.24,17.41
0.8,9.19
1.86,11.0
0.96,8.08
3.38,6.4
4.01,12.99
3.49,0.63
1.21,10.33
1.03,8.14
2.11,12.5
3.56,13.9
0.72,3.05
7.17,22.88
8.38,25.02
6.44,21.62
4.73,16.63
4.45,9.15
4.79,6.84
10.0,23.61
6.4,18.29
8.07,26.06
2.02,4.5
2.05,9.38
3.11,11.56
1.34,-1.53
2.61,14.67
4.1,20.65
2.36,12.07
6.75,26.39
0.72,5.39
8.11,31.47
1.95,-6.86
4.22,15.96
9.36,24.49
5.91,17.18
5.99,22.82
9.55,29.06
7.57,20.52
9.65,21.86
8.51,28.82
6.41,9.06
0.71,-0.76
2.12,5.37
8.03,26.97
0.68,12.53
8.52,22.38
7.73,28.45
1.36,18.07
2.93,17.79
8.26,26.05
6.29,22.17
4.83,13.72
9.0,23.68
6.88,21.8
3.71,18.64
2.62,6.03
5.66,19.72
5.24,27.03
9.74,27.98
9.51,28.19
1.88,2.44
1.02,11.48
5.6,27.24
1.87,9.68
0.73,9.38
9.13,27.13
2.69,12.33
9.1,26.46
6.53,24.43
2.83,12.14
5.34,31.53
0.14,-1.12
6.12,10.8
0.73,14.11
8.04,16.1
9.77,25.58
6.93,16.77
0.35,5.04
4.29,13.76
7.19,28.11
4.09,6.88
6.45,24.33
8.04,20.51
6.05,19.08
4.82,12.84
2.59,7.48
9.94,28.5
6.61,34.17
1.05,11.14
2.61,4.31
2.14,-0.44
4.94,18.81
2.71,6.24
5.02,15.23
2.51,13.32
9.19,20.66
4.35,10.0
1.64,11.47
5.95,17.41
2.99,10.6
1.83,5.14
1.03,3.06
3.84,18.86
1.11,3.65
0.72,14.78
9.38,31.14
5.88,17.9
9.4,26.03
7.74,21.3
6.74,13.94
8.61,29.9
1.91,7.39
9.67,25.58
8.0,13.08
3.29,10.29
2.34,10.69
7.93,20.37
7.62,17.32
3.35,12.49
3.38,11.9
3.63,18.75
6.55,18.71
6.06,13.46
0.34,5.3
8.59,22.33
8.12,24.84
8.87,27.99
3.08,8.9
5.84,20.6
5.38,14.47
4.09,14.63
0.28,8.0
9.18,26.69
7.6,22.85
0.03,-1.08
3.06,10.56
8.15,8.33
6.9,28.6
1.15,3.77
9.55,24.6
0.99,13.2
4.49,12.52
8.27,23.08
3.45,11.35
4.05,12.12
6.44,23.99
2.95,13.64
3.26,7.58
1.09,7.51
7.7,19.54
0.22,5.48
7.76,24.71
3.51,5.3
7.53,14.23
5.48,12.67
4.18,10.08
6.6,12.25
1.89,9.75
8.38,35.05
6.48,16.34
5.44,7.35
9.76,27.15
1.02,9.03
4.48,18.75
1.99,1.82
0.41,10.48
1.58,6.36
5.68,14.26
4.31,15.53
9.33,36.11
2.92,20.46
2.77,6.84
1.1,8.8
1.81,3.01
8.48,26.77
8.91,25.62
0.43,7.22
1.97,8.8
5.24,22.56
3.77,8.24
3.3,10.9
1.14,-4.83
1.98,9.28
6.34,16.47
2.73,7.3
9.32,34.54
2.17,7.14
1.03,12.54
1.85,5.92
2.66,18.05
7.76,17.55
1.8,3.46
4.62,18.61
7.32,21.46
1.89,10.32
0.69,7.36
4.36,13.33
9.05,28.92
2.58,6.89
4.36,11.45
9.38,29.79
3.14,6.91
1.98,12.99
4.68,11.37
1.42,7.64
9.07,30.8
4.45,25.63
6.08,24.91
3.54,7.54
2.94,7.86
8.57,25.05
4.08,19.48
1.66,12.72
7.38,26.04
0.13,0.87
9.41,16.8
2.19,14.67
5.53,19.83
9.49,29.61
9.23,24.6
6.65,28.41
3.89,4.41
4.46,7.11
1.02,1.74
1.33,5.23
9.2,25.51
9.75,23.66
8.05,29.92
9.07,22.33
4.97,10.83
5.13,14.77
5.95,25.22
3.15,16.29
4.81,17.54
6.89,21.1
0.0,6.91
4.11,11.84
7.71,27.21
6.23,16.66
4.63,21.99
0.47,7.0
8.94,22.06
9.12,18.5
1.52,14.45
5.01,19.52
2.81,18.89
6.28,11.47
8.45,22.81
0.12,-4.9
9.59,22.33
6.94,19.47
2.24,9.43
5.45,19.02
8.37,25.55
3.62,16.98
2.34,12.58
8.01,22.5
5.21,15.69
4.18,8.65
0.29,11.32
3.33,28.03
5.95,23.21
1.23,8.1
6.76,20.21
8.67,22.07
3.28,16.49
1.27,15.88
8.74,22.71
5.39,11.67
9.46,28.8
0.02,6.07
9.35,27.67
0.37,-1.81
3.94,7.14
4.74,7.81
8.19,31.25
4.6,16.36
2.16,13.73
3.19,10.69
9.97,31.07
0.52,12.43
6.11,27.95
5.48,23.39
1.08,15.18
9.69,28.47
9.26,25.18
1.8,12.84
2.52,13.47
1.75,3.09
7.22,34.4
3.56,16.69
6.81,16.36
9.41,21.79
1.23,6.31
5.69,16.09
1.06,-1.75
0.98,16.94
3.66,12.32
9.3,27.16
4.45,13.62
8.6,27.08
0.52,-2.44
9.02,17.61
9.46,22.98
0.18,8.46
1.84,11.16
5.24,19.18
1.69,9.26
2.02,2.61
3.5,13.18
9.75,44.83
6.08,13.69
9.46,22.78
2.13,12.41
3.36,15.21
4.99,18.31
4.62,7.32
4.04,13.8
1.9,13.15
2.62,8.49
0.52,-1.16
2.63,5.87
6.32,17.39
0.56,4.84
6.87,23.38
5.85,12.4
4.59,18.74
5.0,19.75
1.51,5.87
9.26,36.61
9.99,27.48
9.97,33.76
6.06,20.63
9.92,30.5
1.23,11.65
0.65,2.54
1.81,7.22
2.52,18.41
3.81,12.63
7.71,21.7
8.33,21.75
8.56,19.1
1.75,1.37
9.28,27.2
1.42,1.05
8.39,27.9
2.67,6.19
9.38,23.13
3.77,12.45
3.21,7.38
1.91,14.52
1.67,5.17
1.05,14.34
1.12,-2.15
6.12,13.63
6.78,9.63
7.92,26.47
1.94,9.89
5.55,22.67
1.14,13.94
7.27,21.06
7.47,20.41
8.03,20.25
6.63,20.69
1.66,10.66
5.13,14.51
1.53,17.36
6.27,16.75
2.05,22.99
0.72,10.83
4.3,13.82
9.52,24.89
7.7,20.57
1.77,8.42
4.09,21.52
6.92,22.7
1.92,7.68
7.19,18.54
4.05,17.2
1.49,11.61
3.48,11.39
8.22,37.38
1.87,9.18
0.32,-4.53
2.77,20.51
8.4,20.67
1.18,0.1
1.15,-3.97
3.25,14.85
6.92,28.8
1.3,-0.74
3.88,21.39
7.34,21.13
6.59,17.02
2.98,12.23
7.14,24.89
8.4,32.95
0.72,8.14
5.03,20.66
5.55,22.93
0.66,2.75
7.95,33.78
3.67,16.18
5.16,17.14
0.55,-3.92
3.6,12.76
7.29,23.4
5.74,17.02
8.19,21.75
0.52,16.88
3.82,18.63
9.44,28.09
6.03,14.33
2.46,1.68
1.54,2.13
0.44,3.15
2.15,2.69
7.08,20.02
5.26,11.45
2.92,8.54
5.58,10.8
1.82,13.5
4.07,15.44
4.88,21.27
3.95,12.6
1.89,6.46
3.29,8.21
4.74,17.85
1.11,8.5
1.61,6.6
3.16,12.83
5.06,21.79
0.91,1.93
9.13,19.41
9.36,33.02
0.41,4.12
6.02,18.27
2.92,18.64
3.25,15.85
2.14,13.9
0.79,3.25
5.13,17.31
2.77,15.82
4.32,18.05
1.2,6.86
7.14,24.26
7.74,18.17
4.89,7.43
3.18,6.98
8.77,28.26
7.11,24.94
8.96,24.64
0.72,1.91
0.99,2.88
1.82,8.12
7.2,22.24
6.31,22.1
5.54,14.49
2.01,17.33
9.44,25.87
4.38,15.85
7.5,17.96
1.51,8.84
2.37,10.47
3.99,14.93
3.36,17.71
7.9,28.75
7.1,25.01
4.16,11.36
3.29,15.0
3.02,4.4
3.69,13.54
1.13,0.49
2.04,11.39
0.39,1.72
6.24,22.86
0.55,9.18
1.97,10.4
4.89,23.81
7.51,21.44
8.3,27.47
9.65,25.24
4.11,18.52
7.92,21.87
0.3,8.71
0.26,-3.64
4.6,22.62
5.86,17.37
2.61,9.18
4.83,10.14
5.86,19.41
1.04,5.85
9.5,28.98
4.29,8.73
2.85,13.38
7.08,14.64
2.5,12.45
3.53,12.03
7.37,34.06
2.03,15.64
3.17,12.03
1.8,13.22
6.19,13.31
7.96,14.27
3.18,17.17
7.87,24.7
6.58,20.49
4.72,7.19
3.62,8.37
0.9,-4.31
6.91,24.66
5.78,16.36
5.72,24.47
7.1,22.61
2.69,16.4
4.66,9.39
1.87,1.35
3.85,7.08
0.63,5.69
9.8,34.35
4.24,14.35
4.97,20.25
3.21,11.89
0.14,2.68
4.23,17.63
0.85,1.51
7.91,21.98
1.82,9.65
9.72,23.65
2.84,11.46
6.5,20.79
9.28,29.06
8.29,29.38
9.36,22.21
6.96,26.52
4.93,22.74
7.25,16.19
5.45,8.09
4.36,8.82
8.35,18.31
2.7,9.26
7.7,19.27
2.25,12.24
1.74,2.65
7.2,23.8
7.47,10.24
8.06,25.48
9.43,25.2
3.52,18.67
8.55,25.14
7.09,15.28
1.18,8.99
2.04,4.76
4.86,18.3
6.32,24.77
8.97,34.2
6.68,17.86
3.42,19.25
6.27,10.82
5.31,14.94
1.37,9.03
7.84,21.45
3.71,9.65
7.12,21.68
2.2,11.65
8.08,22.85
9.9,34.55
6.45,19.03
7.54,33.3
6.17,14.75
1.82,3.21
0.61,8.79
3.68,7.65
7.07,17.52
9.42,28.13
0.81,5.65
6.25,24.75
0.71,1.95
9.82,25.94
2.08,18.64
8.16,26.88
0.41,-0.43
1.08,4.29
6.49,16.54
5.78,9.94
4.91,14.89
1.2,12.39
1.8,3.85
9.06,33.16
3.15,20.21
9.59,33.6
5.94,14.42
1.08,9.84
0.04,11.37
7.97,15.75
2.38,11.05
6.27,30.69
5.88,14.94
5.97,16.88
2.41,10.76
4.46,16.66
7.74,23.63
7.44,18.87
3.44,9.62
6.23,16.36
8.5,24.34
3.53,7.49
1.6,6.36
1.08,4.89
1.57,8.97
7.98,26.19
4.33,18.02
9.71,20.31
8.14,27.93
6.21,23.16
4.5,11.21
6.79,23.49
2.81,18.55
7.01,19.88
9.15,26.64
3.42,13.15
2.78,12.68
6.95,12.46
0.76,10.45
5.66,13.98
9.28,33.81
1.96,7.57
7.7,20.07
3.6,9.53
1.84,8.52
8.03,25.45
5.83,27.13
6.99,28.72
2.82,12.82
4.09,12.53
7.44,22.45
1.45,-0.43
6.89,24.38
8.18,22.32
6.83,16.33
2.04,7.27
2.93,11.3
0.53,3.77
9.49,27.17
8.36,28.06
4.23,22.56
7.14,18.79
5.83,21.1
1.49,15.87
5.26,23.34
0.24,1.12
5.32,12.5
0.26,6.63
4.93,18.79
8.68,24.16
8.05,16.7
3.44,11.24
2.99,17.49
8.16,18.95
2.69,13.1
9.8,34.0
0.21,-1.51
2.43,9.83
5.72,6.6
0.34,7.13
0.82,7.52
9.79,30.73
0.1,1.46
7.75,16.29
2.23,11.19
1.52,9.02
6.39,25.69
0.3,2.35
9.26,27.5
9.78,22.3
3.0,15.39
9.37,26.07
7.05,31.31
1.44,10.04
4.36,19.58
1.7,7.14
5.4,17.19
0.71,8.42
9.37,31.83
6.69,24.23
6.02,23.33
0.76,15.3
1.6,5.18
9.38,28.39
9.34,24.95
1.69,2.02
2.85,11.06
6.31,13.84
5.06,11.71
4.37,14.78
6.0,13.76
6.87,31.87
5.6,12.64
7.62,22.28
1.4,9.83
9.84,31.95
5.21,19.29
6.09,21.91
3.56,16.55
6.64,24.13
2.68,16.01
0.54,7.02
2.72,7.7
7.72,27.54
5.61,12.73
1.57,6.29
9.15,23.56
2.83,18.63
0.6,-1.7
5.99,26.61
4.29,12.15
0.18,0.1
2.83,15.47
8.53,18.0
2.67,4.49
7.67,20.71
8.26,23.64
3.61,13.2
4.35,18.3
4.65,21.64
1.96,7.99
1.99,2.33
3.52,18.06
8.4,26.15
5.74,27.59
3.18,14.26
3.9,13.77
2.95,8.73
6.42,17.6
5.18,11.25
4.86,21.14
0.35,15.37
1.57,7.03
0.36,3.48
3.9,18.11
6.05,9.95
2.78,15.77
6.96,28.02
4.65,15.01
0.55,2.65
6.36,23.83
0.98,0.06
2.78,11.71
3.46,2.05
9.78,22.14
7.69,18.37
5.18,20.66
7.52,17.89
9.77,25.73
6.67,15.51
0.33,9.01
9.32,37.78
1.74,4.36
9.06,26.76
0.7,-1.76
7.47,21.17
5.64,14.77
5.95,13.28
5.02,21.51
1.91,9.11
6.7,22.75
3.64,20.8
7.08,13.96
4.12,21.76
8.77,24.12
7.37,27.19
1.08,-3.34
1.37,12.98
5.99,15.14
7.94,27.94
3.76,20.05
0.58,4.01
8.59,23.9
0.85,-3.07
2.26,13.25
7.11,24.88
1.01,0.6
2.05,1.01
9.49,27.79
5.67,16.93
8.74,24.3
3.02,17.47
3.0,20.88
2.13,13.9
7.08,22.85
5.03,16.52
6.88,22.35
4.94,14.29
0.18,-1.56
2.69,11.1
5.15,12.71
7.34,14.68
0.33,-2.4
1.72,2.93
2.92,16.75
7.19,23.64
6.82,26.55
7.41,20.55
9.65,39.01
9.55,30.1
8.59,24.5
3.6,9.6
0.91,2.89
9.16,26.27
2.18,10.78
8.57,32.74
0.88,7.27
9.95,27.79
4.44,17.62
9.32,27.97
6.27,8.13
1.72,9.15
2.65,6.95
0.34,-2.2
2.32,4.98
5.82,19.9
2.89,8.86
9.06,28.16
6.4,19.48
6.16,15.65
3.97,16.95
9.24,28.28
3.86,14.28
8.91,19.09
0.73,5.66
5.28,17.75
1.31,5.3
7.61,26.68
7.0,25.72
7.86,19.82
3.18,13.45
1.85,7.1
3.55,13.04
5.85,22.87
3.8,5.72
8.05,19.99
5.49,24.25
9.38,29.19
6.23,17.93
6.44,23.12
1.7,6.19
2.89,18.22
6.3,10.34
1.18,10.02
9.97,29.27
1.34,7.63
3.29,5.92
3.04,18.34
8.47,28.89
3.84,2.34
8.18,21.57
6.9,18.13
9.85,28.12
7.38,15.23
8.46,22.25
7.31,18.24
9.46,29.68
8.5,27.62
9.58,30.78
5.69,22.55
9.02,32.04
2.3,11.33
6.78,16.9
4.87,13.62
0.0,8.47
0.45,7.38
0.72,2.68
9.5,24.79
5.91,18.07
1.29,3.51
8.85,19.45
4.14,19.37
4.2,9.11
9.77,25.4
7.34,21.51
1.44,1.81
6.87,28.0
7.01,23.87
1.07,4.34
3.68,13.58
5.06,21.24
6.23,19.78
6.94,22.34
7.74,22.55
2.03,8.85
2.1,12.94
5.06,22.48
2.71,17.0
4.65,12.16
3.9,12.68
3.56,10.43
5.14,18.6
7.59,16.79
1.0,2.82
8.61,26.52
1.68,2.55
6.37,22.89
4.76,9.63
1.09,3.73
0.33,0.19
9.15,25.96
7.87,30.85
9.81,38.09
1.66,-0.46
6.66,18.62
0.3,6.16
3.36,12.29
2.53,12.84
7.88,33.94
9.8,30.04
7.42,20.73
4.01,8.66
5.55,30.3
3.77,18.36
7.74,25.54
6.26,20.03
4.53,13.13
1.49,12.77
1.11,3.99
0.62,3.07
7.87,20.69
8.77,31.1
9.78,24.02
4.65,13.98
3.75,8.07
0.42,4.68
2.47,12.78
3.22,14.12
9.46,22.21
5.67,12.87
5.11,19.78
9.88,21.54
5.3,13.05
6.67,14.94
4.5,16.32
5.4,14.38
6.38,21.99
2.25,-0.92
5.37,11.25
0.31,3.84
3.88,15.97
7.73,24.47
0.95,5.2
6.9,30.2
6.33,15.58
8.0,19.99
4.89,10.94
6.16,16.79
4.99,19.56
8.37,29.68
7.92,16.68
2.64,8.81
1.47,10.13
4.69,11.16
5.36,21.73
5.89,21.48
9.72,30.46
6.22,25.17
0.09,-0.8
2.04,6.74
7.12,27.36
7.7,18.88
7.31,33.51
3.94,10.23
4.44,9.62
4.17,12.76
3.18,17.29
1.82,15.09
4.51,14.1
4.7,20.28
9.94,28.12
0.98,-0.47
0.58,15.68
4.74,8.82
6.23,9.52
1.34,4.9
1.27,9.95
9.81,34.5
8.29,18.33
8.8,27.57
6.6,16.67
3.46,12.52
6.36,22.68
3.9,10.96
2.29,-0.6
1.33,8.88
9.06,31.71
6.55,19.89
1.29,9.3
4.91,22.11
0.55,4.28
8.67,22.3
2.89,11.55
0.0,2.22
7.51,19.54
1.37,13.12
8.53,21.77
4.68,8.79
7.58,25.78
9.86,34.61
5.74,20.22
9.31,23.05
2.99,3.68
5.15,18.68
7.59,24.97
9.12,28.25
4.08,7.73
5.26,24.49
7.34,19.55
3.13,17.14
2.6,3.09
7.93,20.01
2.0,3.99
8.64,21.95
3.91,14.36
7.07,23.46
8.08,19.39
6.26,17.77
6.55,23.5
5.29,11.9
5.67,16.98
0.1,9.96
9.24,24.01
7.99,24.26
1.62,6.28
5.74,15.97
7.1,26.72
5.64,22.64
7.28,24.17
6.85,20.48
3.38,15.51
0.74,10.36
7.88,29.98
4.56,11.75
7.67,31.03
6.62,36.62
5.44,15.74
3.76,14.21
6.75,25.88
7.38,11.68
9.75,22.72
6.87,21.35
4.25,12.4
9.7,21.54
5.28,18.56
9.04,23.76
7.67,15.42
9.92,37.21
9.65,31.29
8.57,28.76
6.12,17.59
5.89,22.78
7.61,20.63
6.58,16.42
3.92,15.94
9.56,28.51
8.73,31.5
3.44,13.14
2.22,8.19
1.58,1.81
6.64,11.55
5.56,20.34
6.52,14.98
8.73,23.87
6.59,26.15
2.67,2.65
4.45,14.02
6.71,21.88
7.6,28.45
2.01,8.88
1.95,8.22
6.57,17.83
9.03,27.03
8.8,22.02
1.01,5.19
6.95,24.27
3.97,14.1
5.35,20.47
3.49,12.1
7.48,17.24
8.28,29.42
3.92,12.55
6.53,17.89
7.21,14.39
0.09,9.92
6.24,25.64
9.5,21.46
3.93,13.18
3.39,13.91
5.31,25.23
3.77,15.19
3.51,15.14
6.97,29.01
0.33,-0.33
1.32,6.46
1.37,7.26
0.02,-2.16
8.96,23.48
2.22,23.67
7.17,30.03
3.05,8.47
8.67,28.24
2.1,8.26
3.17,7.79
0.28,13.52
6.81,17.18
0.62,8.86
4.5,16.46
1.13,6.6
7.05,18.98
7.23,26.3
4.0,11.65
6.95,11.4
2.83,8.07
7.52,26.76
3.93,17.77
4.02,19.57
8.2,26.2
0.17,2.24
3.67,18.58
0.79,-2.46
5.78,24.88
5.07,18.53
7.59,19.86
2.86,5.63
6.93,20.73
3.46,16.17
1.4,12.91
2.47,10.08
4.98,17.66
5.78,18.78
4.6,13.51
0.95,1.29
6.1,14.37
2.24,12.23
0.39,10.63
3.82,17.71
9.18,24.14
2.68,11.72
3.49,14.85
2.09,13.54
1.48,0.97
8.95,26.84
4.33,17.4
5.89,21.69
5.26,11.59
6.83,16.16
2.25,4.9
5.94,14.75
7.87,24.28
1.0,10.37
3.07,15.68
0.81,8.32
3.04,17.81
8.95,29.57
1.54,0.26
6.75,27.59
1.74,8.47
8.52,29.03
6.46,28.61
9.6,34.57
3.93,18.45
3.07,10.55
5.98,23.74
8.14,27.08
2.13,16.31
0.53,2.95
1.86,9.85
3.78,10.43
7.06,17.08
8.34,24.13
7.53,18.0
9.44,22.85
4.93,9.25
1.99,22.86
0.9,17.56
0.22,1.05
4.9,15.25
4.11,4.34
5.96,19.6
0.18,-3.89
6.71,18.33
4.0,14.11
8.68,32.56
1.55,6.11
5.87,19.32
7.32,26.36
7.34,21.89
6.05,20.2
8.0,28.47
6.74,19.6
4.49,15.47
3.53,15.11
5.73,11.15
1.24,3.63
3.0,10.28
9.1,29.53
8.26,31.19
6.09,11.06
4.7,15.2
9.58,31.64
2.57,14.47
3.08,10.79
9.66,23.66
8.88,20.38
8.05,18.12
6.23,24.91
8.4,20.84
6.48,26.29
4.11,13.35
9.39,22.63
7.91,22.2
5.81,6.61
5.34,22.15
7.15,24.43
8.95,28.7
5.6,14.06
4.26,14.75
9.51,29.27
7.9,19.47
9.58,20.91
8.85,25.31
9.7,24.75
2.49,15.84
7.11,19.05
2.24,6.68
9.79,38.47
5.68,21.62
5.92,19.78
2.56,13.8
1.82,5.51
3.36,8.02
5.36,19.18
8.41,33.8
0.19,2.44
7.16,21.64
5.13,7.23
9.05,26.41
6.9,22.43
8.32,20.0
2.97,8.61
2.44,12.1
2.12,9.29
2.27,13.13
4.74,10.69
0.36,-0.62
5.95,21.73
3.72,5.03
4.09,21.85
7.89,24.3
6.13,17.68
0.25,4.11
3.54,17.48
7.05,25.59
9.49,24.4
2.19,11.2
4.78,18.23
6.5,17.24
3.93,9.64
8.98,25.7
4.03,18.09
9.14,31.95
6.65,21.25
0.69,0.25
4.25,18.05
6.29,13.48
8.29,30.74
0.82,2.95
3.51,17.4
6.04,10.84
0.82,7.68
7.01,17.7
7.99,17.55
2.4,20.69
4.19,23.67
7.79,28.31
5.39,16.32
7.81,26.95
2.2,7.78
9.37,25.6
7.1,23.51
1.66,7.23
1.05,3.93
4.55,22.04
0.67,7.94
2.75,12.05
2.57,14.59
1.7,13.45
8.17,19.44
1.37,-4.94
3.2,8.46
3.12,9.25
5.58,17.8
7.23,17.69
9.3,30.64
2.46,6.38
0.54,4.67
6.02,15.71
8.59,25.71
0.19,3.43
0.9,3.14
8.76,18.84
4.47,9.45
6.03,14.88
9.16,33.37
1.48,1.17
5.93,16.76
7.83,25.3
8.91,24.4
2.33,7.71
2.76,6.92
3.03,11.44
0.98,6.3
7.5,23.97
