X1,X2,X3,X4,X5,y
3.12,3.86,3.69,3.73,0.48,88.57
5.66,1.18,8.29,5.82,4.61,978.47
0.03,1.95,7.29,3.65,7.5,1885.17
5.66,2.55,3.19,4.93,4.25,1101.17
9.3,1.56,1.51,8.43,1.21,3110.84
6.88,5.85,4.67,2.14,5.71,1669.09
3.31,9.1,6.29,9.65,4.56,-288.99
5.98,6.69,1.35,5.58,9.94,5115.7
3.52,5.08,6.99,6.62,0.7,32.2
9.39,4.03,9.41,1.54,2.4,2286.53
2.44,2.66,0.16,6.18,8.0,2711.7
6.63,7.58,9.32,4.71,9.67,4243.7
3.65,3.46,2.74,1.12,2.23,192.95
1.88,9.91,5.93,2.0,9.97,2918.29
7.58,9.13,9.06,6.05,6.02,942.69
1.1,8.01,0.31,9.16,8.53,2618.74
9.24,3.26,7.02,2.0,2.75,2535.57
9.71,6.6,6.88,1.15,4.42,2826.35
6.84,3.23,2.15,0.72,7.24,2892.94
5.76,8.55,8.83,9.33,9.76,4183.97
1.49,7.73,4.24,8.44,0.03,-392.08
1.68,9.33,8.91,7.85,7.06,220.27
4.46,6.99,3.77,6.09,9.16,3605.36
7.25,3.98,3.65,8.73,9.37,5611.96
3.98,1.21,6.2,6.31,2.86,442.1
8.4,1.22,9.63,0.69,7.92,3881.62
6.07,6.29,0.98,5.03,6.25,1673.87
6.89,0.28,8.63,5.6,3.0,1057.87
4.89,2.3,2.37,5.42,5.31,1285.63
4.3,5.27,2.03,4.67,4.09,510.67
2.03,5.09,7.26,2.01,8.04,2156.17
8.95,9.5,2.11,6.66,6.83,2614.45
4.28,4.49,1.97,4.02,2.92,360.98
8.43,5.75,9.06,2.73,6.18,2478.65
3.7,4.64,1.64,0.29,6.67,1495.64
2.35,7.94,3.44,9.46,3.84,15.3
5.93,3.75,5.93,0.12,0.79,553.74
6.19,2.97,5.68,5.85,6.13,1995.31
6.06,6.68,2.41,4.11,5.65,1229.26
9.94,0.97,7.77,0.16,6.54,4360.31
7.96,6.81,1.25,5.17,2.95,1428.03
5.2,2.72,5.4,9.73,0.74,1004.04
8.3,2.62,1.96,5.97,1.84,2119.39
0.72,2.14,1.47,2.61,7.57,2122.73
4.76,0.04,7.34,2.07,2.71,293.0
5.55,0.74,0.4,1.42,8.76,3841.31
5.13,5.72,9.03,1.01,4.59,262.52
8.91,7.47,9.14,7.06,5.45,2291.98
5.59,2.11,5.62,4.76,5.67,1513.18
3.23,3.56,4.48,6.22,1.4,258.83
8.38,5.73,4.21,1.34,6.91,3249.01
0.75,1.39,5.03,0.41,8.07,2483.4
8.4,4.14,0.32,1.63,5.22,2602.7
0.36,9.93,2.1,1.79,7.65,384.55
2.77,6.29,7.34,1.22,8.93,2908.43
9.66,0.49,6.07,6.5,4.63,3593.62
3.49,3.68,5.78,1.49,2.31,84.57
4.41,8.51,6.75,1.21,0.4,-929.54
6.37,1.2,8.07,8.13,8.44,3878.55
1.07,5.3,3.09,4.09,4.57,319.55
3.51,7.42,9.6,9.03,1.25,-512.54
5.27,3.51,6.73,0.3,2.8,425.82
3.92,4.63,3.98,6.84,9.6,4560.3
6.7,0.69,5.78,8.09,0.41,1314.45
7.51,2.22,2.69,7.38,6.59,3111.56
5.89,6.96,3.73,5.5,1.74,303.88
5.72,5.33,9.39,5.32,8.67,3239.29
7.26,4.85,0.23,2.85,9.53,5319.17
8.4,6.27,1.76,5.78,6.91,3354.14
1.86,9.08,5.78,4.8,9.05,2262.86
6.32,7.92,7.01,5.54,9.54,4141.14
0.97,3.81,6.85,1.62,8.46,2698.07
7.91,0.33,3.9,5.05,4.0,2085.65
0.73,0.52,4.76,5.5,1.62,130.07
1.7,6.81,3.27,5.88,2.48,-253.71
1.45,2.68,9.24,8.83,0.66,48.5
3.47,0.17,7.23,6.17,8.14,2757.35
6.68,2.56,9.24,1.86,2.02,635.56
4.32,8.08,9.66,0.7,1.17,-1118.61
2.73,1.31,0.36,2.92,8.53,3113.37
2.74,4.75,9.06,0.82,5.71,438.03
4.6,3.92,6.4,9.98,8.52,3753.39
6.75,6.67,2.91,3.94,6.61,2020.93
4.27,4.85,7.67,5.52,7.84,2355.77
5.25,5.1,1.82,6.07,6.6,1892.2
0.04,5.4,3.6,4.34,9.2,3575.53
4.23,9.08,0.39,5.83,1.44,-878.58
1.96,0.33,0.29,4.59,4.3,529.69
9.88,4.27,5.78,0.23,7.81,5292.87
9.98,7.94,1.8,4.67,9.04,6084.45
3.6,5.13,4.82,2.88,3.5,174.05
4.6,0.53,9.02,3.87,6.12,1123.34
5.93,7.07,2.02,3.09,0.35,169.43
2.42,1.87,8.36,8.86,9.25,4022.02
4.04,0.77,5.54,5.16,7.02,1956.84
1.85,3.0,8.01,0.72,5.97,766.99
5.67,4.31,6.51,0.75,2.78,491.79
3.47,5.75,9.94,5.2,9.06,3017.45
0.58,0.36,8.88,8.68,2.46,153.81
8.67,5.78,0.58,7.1,3.11,2315.0
5.8,9.0,0.52,3.19,8.89,2795.36
5.18,7.99,5.44,0.47,5.13,187.92
9.07,9.3,2.92,8.22,3.55,1648.73
3.46,7.46,5.37,5.53,1.15,-466.29
9.55,7.47,9.65,3.8,5.88,2724.52
8.6,3.95,9.13,7.55,7.06,3654.64
2.84,1.04,4.23,9.14,4.96,1170.51
2.68,6.31,4.83,7.62,8.64,3055.13
7.94,8.56,5.11,1.58,8.2,3169.53
9.33,1.18,6.65,2.83,2.16,2637.34
1.59,2.86,3.94,2.35,9.3,3865.92
8.12,4.88,5.81,0.86,5.85,2515.56
5.45,1.6,4.79,4.9,3.0,766.55
9.89,6.5,4.52,1.79,0.58,2733.9
5.51,7.8,6.97,9.96,5.71,1128.19
1.64,6.85,2.98,7.55,4.69,311.48
1.26,7.37,3.44,7.6,5.1,295.6
8.9,7.48,2.28,9.65,5.47,3019.0
9.8,3.02,9.09,4.57,0.64,2790.42
5.77,0.89,6.82,7.23,3.93,1094.86
3.3,0.07,7.26,9.71,4.48,978.71
5.03,6.9,1.66,3.72,2.56,53.23
1.38,1.49,6.62,3.63,7.85,2255.16
8.3,1.95,5.0,9.4,9.45,6465.27
8.22,3.02,5.49,4.7,0.19,1858.94
4.87,5.75,1.31,9.47,2.71,789.41
0.49,3.91,9.42,6.3,9.71,4069.91
4.18,4.09,9.65,5.05,6.67,1240.92
8.08,9.53,4.07,6.68,2.63,509.8
8.08,7.12,7.22,3.26,7.12,2755.93
1.67,6.14,6.54,3.62,1.32,-416.4
0.88,4.49,0.16,1.58,0.4,-104.63
5.2,3.59,6.28,1.62,4.54,783.56
8.94,8.52,8.72,5.75,2.05,1133.42
0.23,6.28,9.94,1.43,9.15,2733.92
7.8,1.03,1.38,5.29,4.1,2086.13
5.9,0.52,5.56,4.53,9.14,4394.44
7.92,4.71,2.2,8.33,9.91,6597.17
2.89,9.42,2.28,9.09,9.08,2683.67
9.86,2.97,5.26,9.31,0.79,3636.25
4.48,3.51,0.98,8.13,4.07,1000.81
1.6,5.44,5.76,3.6,6.66,1165.0
9.06,2.93,2.13,9.99,8.59,6149.39
9.8,9.87,2.8,6.66,3.67,1839.21
9.35,1.96,6.85,6.46,2.78,2889.85
7.46,8.57,7.94,0.44,5.31,744.57
4.17,2.51,6.79,1.34,7.3,1966.57
0.57,0.56,4.9,2.1,5.2,653.17
6.35,0.47,6.15,4.86,5.93,1888.39
9.96,2.06,4.53,9.74,8.25,6539.22
5.12,2.62,2.82,2.85,0.87,486.87
5.24,9.6,9.85,8.0,3.71,-1012.91
0.91,1.81,5.25,5.06,6.21,1226.03
5.92,8.44,7.11,9.98,8.84,3421.3
6.09,7.81,6.95,8.04,6.68,1604.77
5.03,5.31,6.66,9.98,7.71,2917.85
5.19,2.28,3.77,6.04,9.59,4891.46
9.09,3.87,3.97,4.8,2.66,2610.24
5.78,5.38,5.64,2.26,5.97,1399.3
8.7,1.69,4.04,8.29,8.83,5895.4
3.56,2.99,6.89,3.16,5.99,1063.83
8.99,8.13,3.37,7.16,3.35,1939.82
2.01,3.59,3.58,8.59,3.19,567.49
5.58,5.18,6.21,4.7,3.73,638.68
8.2,6.08,3.0,0.73,9.75,5928.85
9.71,2.35,5.18,1.36,2.39,3049.32
3.56,3.82,3.86,2.94,9.52,4261.8
3.73,0.82,6.65,0.27,9.13,3698.32
2.86,9.19,7.6,5.56,3.61,-1150.03
2.67,5.46,4.43,2.11,8.14,2402.56
5.29,3.57,2.38,3.68,6.96,2152.55
2.29,2.84,9.16,9.05,6.48,1438.63
9.93,8.38,5.83,5.85,5.27,3004.8
6.28,6.33,7.1,8.09,5.64,1501.33
1.11,3.64,1.7,6.81,2.23,263.52
7.68,8.61,2.11,3.88,9.01,3971.94
9.67,7.42,1.01,0.67,8.97,5779.0
4.01,0.36,7.87,6.72,6.86,1779.48
9.66,0.79,0.71,2.9,9.02,6547.9
8.61,7.94,8.75,7.31,4.52,1645.31
8.39,8.33,8.4,0.72,7.76,2890.64
7.34,1.66,7.16,6.59,3.83,1656.5
2.98,0.28,2.31,9.01,5.27,1321.8
5.79,2.68,3.63,2.05,1.9,693.92
8.29,8.37,7.79,5.98,8.39,3645.3
2.02,2.71,2.97,0.22,7.66,2186.34
5.48,4.88,2.75,8.65,0.28,849.87
8.42,2.29,2.02,0.16,2.96,2129.83
9.98,7.2,8.21,5.57,7.7,4719.54
7.92,9.13,9.84,9.62,6.83,1895.54
1.3,6.55,8.14,0.72,3.17,-571.82
2.46,8.08,7.4,8.23,3.8,-394.75
2.54,3.08,1.09,3.17,1.09,96.66
3.94,8.27,7.5,7.53,2.0,-626.52
2.99,9.91,1.41,8.56,5.91,-232.61
8.89,8.14,1.52,6.94,3.22,1835.06
5.51,0.78,5.5,3.43,9.13,4212.34
2.84,4.32,0.58,1.95,6.56,1362.73
7.95,1.62,4.8,4.61,9.86,6346.66
1.63,4.33,9.99,7.02,6.63,1033.71
5.58,4.99,3.18,2.67,0.09,446.83
8.97,3.36,7.04,9.02,4.66,3179.69
8.28,0.33,4.38,0.81,9.96,6610.01
4.47,8.67,3.91,5.57,4.04,-380.5
1.89,3.69,1.32,2.77,4.06,336.66
9.32,4.71,0.5,8.78,6.5,4347.64
9.93,7.21,5.08,6.78,8.83,6111.87
5.94,3.75,9.4,8.5,0.9,640.13
8.51,7.99,8.6,6.92,8.03,3583.67
4.81,2.97,8.69,6.9,6.03,1345.62
1.85,1.73,0.27,0.81,2.23,97.54
5.48,7.49,2.62,0.51,3.61,84.73
8.28,9.52,0.95,7.89,3.64,939.43
2.4,6.46,9.59,9.13,2.74,-253.98
0.37,8.48,4.83,7.26,4.43,-407.3
1.62,9.34,7.87,7.28,7.01,253.1
7.14,4.34,3.44,2.47,1.01,1138.91
5.2,1.89,9.98,6.2,8.75,3350.27
5.23,6.27,2.03,2.59,6.75,1622.3
6.94,5.89,7.95,0.17,3.96,850.78
8.46,3.94,3.34,5.82,5.86,3091.45
6.04,6.1,2.4,7.69,4.16,1089.3
4.72,4.62,4.02,1.88,2.22,281.52
0.53,0.59,8.81,8.25,3.75,294.75
4.56,5.24,4.71,0.58,3.46,290.21
2.36,5.86,6.99,0.62,3.26,-251.33
1.26,2.06,0.87,9.74,7.8,2903.33
3.06,2.48,0.55,6.67,7.21,2156.33
8.72,7.84,9.21,0.4,2.74,1057.98
6.94,6.69,7.94,5.46,8.99,4011.49
5.21,0.88,4.3,4.0,3.17,700.68
4.87,2.97,8.41,0.35,4.3,456.59
4.47,3.87,3.9,4.61,0.02,322.08
4.49,9.84,3.17,2.29,9.85,3167.95
7.93,4.39,9.76,9.06,2.85,1669.27
1.85,3.25,3.68,9.86,9.41,4595.31
5.79,4.17,9.51,1.93,9.15,3797.73
7.78,1.36,5.23,9.01,8.72,5202.42
5.5,0.71,7.1,5.26,3.94,837.22
2.33,7.36,1.09,9.43,5.15,601.55
6.38,9.04,8.74,9.51,0.69,-232.38
8.42,9.63,1.22,6.37,2.3,648.53
3.15,2.3,1.74,0.98,0.49,119.64
5.1,5.74,5.52,7.56,7.5,2444.25
8.77,2.3,4.96,3.06,5.96,3256.72
1.99,7.73,9.98,1.56,9.18,2405.45
5.41,3.32,2.04,1.31,3.21,685.7
7.47,4.79,1.94,9.63,9.24,5624.51
8.31,8.31,4.38,8.88,1.91,1390.95
3.45,8.53,9.76,1.3,0.42,-1455.33
6.04,8.88,9.26,9.48,0.15,-374.36
9.07,5.73,1.22,1.16,3.17,2364.88
3.72,2.29,4.72,1.87,0.41,154.25
6.07,3.48,0.47,4.02,7.43,2776.52
1.16,5.11,8.57,3.92,7.82,1842.46
9.62,9.86,1.91,9.63,3.93,2096.75
1.29,8.48,7.43,3.45,5.48,-420.71
4.3,1.5,5.96,8.1,3.07,709.66
4.4,6.98,7.77,2.56,1.92,-451.56
7.68,0.43,7.75,4.79,1.39,1408.36
5.18,8.2,9.9,4.83,0.74,-905.46
1.0,4.17,2.04,8.21,8.89,3685.38
5.44,8.76,8.25,8.01,2.61,-479.63
8.16,3.58,2.66,1.87,5.49,2584.88
8.87,9.85,5.8,3.24,1.42,542.45
6.55,0.54,1.91,2.17,4.64,1475.36
6.85,6.72,4.04,4.17,2.77,749.74
6.33,6.84,9.3,4.39,6.96,1608.44
9.26,2.89,3.46,5.16,5.66,3622.13
7.74,7.73,2.45,5.42,1.72,937.71
5.7,2.58,9.41,8.4,5.68,1479.01
3.67,7.22,1.09,4.58,6.47,962.42
3.79,8.87,5.22,6.18,9.19,2817.2
8.49,4.18,4.98,5.65,0.56,2056.56
5.59,1.78,6.55,4.13,2.21,599.13
0.35,1.21,8.55,5.45,7.72,2029.34
3.83,8.03,3.08,5.25,6.39,688.96
7.48,2.34,4.56,0.58,0.7,1370.79
1.49,4.41,5.57,6.91,5.87,1061.07
7.31,6.97,2.64,1.01,4.91,1348.02
3.61,1.86,8.15,5.93,3.41,263.87
4.48,7.7,8.61,8.32,9.5,3719.09
7.07,5.51,4.24,5.1,6.98,2680.81
1.44,2.95,6.79,5.83,3.94,306.3
2.54,3.85,1.73,5.31,5.18,823.68
5.68,3.78,0.65,5.56,2.16,783.02
9.4,3.83,4.26,1.26,1.63,2698.93
0.65,6.69,2.03,1.34,9.39,3503.72
8.69,8.39,4.74,4.41,4.82,1742.02
4.58,1.47,5.76,8.57,0.64,695.12
3.49,2.13,2.92,8.35,6.25,1740.18
4.48,1.49,2.04,7.78,3.91,966.13
1.2,8.72,9.05,8.64,9.72,3270.06
2.64,2.85,8.43,5.38,5.19,549.7
6.62,0.92,5.39,5.23,6.63,2470.13
9.79,4.36,1.01,4.92,6.83,4664.07
2.51,8.41,9.59,1.31,6.83,80.03
0.26,3.28,9.21,0.69,6.89,1117.06
6.64,8.71,3.74,3.82,8.35,2664.87
8.64,9.78,7.01,5.76,0.76,430.97
6.94,1.97,9.95,5.78,2.68,855.17
7.01,9.53,1.87,8.31,9.12,3641.09
9.13,8.28,1.45,4.93,2.14,1710.64
1.87,8.77,5.26,9.36,0.51,-692.57
7.5,9.7,2.76,0.04,2.51,-164.65
3.85,2.39,2.31,5.32,7.06,2042.63
9.81,7.84,2.0,4.15,5.1,3029.87
6.82,7.93,2.39,5.55,7.31,2245.67
5.57,3.3,9.71,7.99,3.16,585.38
5.15,2.12,3.9,4.37,3.91,846.04
9.04,6.43,6.19,7.64,6.63,3649.83
1.11,2.04,0.48,8.7,1.76,498.73
5.4,8.62,3.98,6.94,5.64,516.14
6.44,3.37,0.93,0.24,3.05,1024.33
7.16,4.52,0.12,1.06,2.53,1201.19
4.76,5.6,8.76,4.43,5.71,742.58
6.65,7.32,4.19,1.05,7.46,2315.59
2.35,1.35,7.52,9.09,5.4,1108.51
2.29,6.54,4.82,0.57,6.19,696.82
2.96,7.23,9.57,0.76,0.73,-1012.96
4.89,0.86,9.77,3.43,5.72,863.33
6.67,4.48,3.6,0.84,3.01,1010.92
3.28,2.78,2.06,5.22,3.03,392.03
2.79,5.75,4.38,1.47,8.17,2388.68
5.25,5.77,3.21,9.49,5.61,1623.03
7.68,9.16,4.72,9.15,0.08,611.34
7.07,1.51,6.4,5.44,0.8,1217.64
6.69,2.13,8.73,0.29,4.16,1012.9
5.87,0.97,9.0,8.38,9.82,5260.39
3.96,8.57,3.08,0.2,3.21,-731.34
6.29,6.63,7.52,2.5,7.65,2329.03
9.26,4.13,1.2,7.2,0.47,2847.48
2.12,6.86,7.72,6.41,0.72,-521.19
8.4,8.73,8.67,1.69,1.21,465.09
2.37,2.71,4.54,4.35,5.48,892.93
9.18,4.13,9.61,8.28,6.38,3654.43
4.59,4.57,1.44,9.29,3.97,1058.78
2.83,1.0,8.51,5.84,9.1,3546.61
6.67,4.08,7.21,8.15,8.89,4496.08
3.34,6.92,7.78,2.13,9.64,3649.89
1.84,5.36,0.98,3.89,4.67,364.26
1.84,1.61,7.42,7.37,5.09,763.64
8.58,9.13,7.86,6.48,4.93,1288.73
7.32,3.87,4.66,7.0,4.74,1997.97
0.23,7.66,4.57,1.07,6.94,802.25
8.8,6.6,3.7,4.28,2.45,1948.13
2.1,5.36,4.4,4.75,6.07,961.25
7.26,4.86,6.46,7.81,7.59,3449.91
5.76,1.63,5.75,9.15,6.44,2377.36
7.53,5.46,2.06,2.89,8.98,4710.75
9.87,8.34,5.65,2.26,9.1,5723.74
0.03,4.26,2.28,5.94,4.35,483.07
2.74,2.48,4.76,9.79,4.78,1168.01
7.68,8.55,4.43,3.84,7.97,2888.01
0.26,0.53,1.45,7.11,8.7,3448.83
5.09,8.91,9.46,9.89,8.1,1914.28
8.32,2.88,8.56,4.1,5.27,2360.24
0.43,5.0,7.71,5.29,3.56,-61.46
1.08,5.07,1.39,6.95,9.36,4022.92
2.07,3.84,6.04,3.72,9.38,3882.74
9.41,1.86,9.55,0.34,7.28,4145.14
6.73,9.07,0.43,1.84,9.35,3643.04
3.26,3.36,1.95,8.22,2.37,558.41
5.96,8.35,8.83,0.62,7.71,1539.21
8.82,7.4,5.27,3.5,6.31,2797.16
3.76,5.75,7.16,4.62,0.77,-180.78
0.35,9.12,6.81,5.22,7.1,333.22
3.26,0.64,2.41,7.11,1.24,424.52
2.88,0.67,9.33,6.81,4.76,425.38
0.58,0.06,6.83,7.11,0.97,125.49
3.72,5.49,2.1,5.59,3.47,305.62
5.61,2.39,5.22,1.66,6.2,1700.36
1.47,7.53,2.13,7.99,4.12,3.38
0.83,7.73,8.14,5.89,0.29,-902.16
7.35,7.91,1.19,3.35,3.78,806.71
1.6,0.96,5.15,0.53,2.59,50.75
8.65,1.93,7.49,5.24,3.37,2276.39
5.68,5.6,5.54,4.09,8.99,3854.44
6.37,1.42,1.7,7.09,2.12,1217.22
9.51,2.57,2.53,6.19,4.86,3602.87
3.82,6.01,6.48,1.07,8.73,2924.22
5.38,9.61,8.2,7.22,9.15,2590.0
7.75,2.08,7.11,9.65,9.04,5510.26
2.72,5.81,4.06,0.48,8.78,3009.19
0.23,6.06,4.5,1.36,6.27,812.4
5.58,0.53,2.47,9.14,5.74,2038.22
7.89,7.56,9.62,8.62,8.06,3389.2
7.93,7.02,2.4,3.59,3.85,1435.64
0.54,7.56,4.18,8.58,1.48,-308.86
7.91,7.07,4.82,7.67,7.67,3526.35
5.66,7.15,8.96,5.42,7.75,2011.04
2.37,2.08,1.21,9.4,0.24,606.61
5.56,3.05,0.04,2.0,8.81,3876.03
7.59,1.17,2.13,3.37,7.37,3454.88
7.27,4.56,0.26,3.16,5.44,1997.49
4.06,8.33,9.19,9.69,3.83,-327.54
4.77,7.68,2.9,4.25,8.61,2750.64
2.9,0.66,0.55,1.09,9.27,3932.82
0.29,7.72,7.82,8.03,8.92,2734.75
7.02,0.35,8.97,0.13,6.64,2200.15
0.67,3.47,2.16,6.1,6.75,1634.1
5.25,0.84,6.23,0.21,3.49,604.99
1.24,1.82,9.75,8.14,4.81,432.24
8.54,9.44,7.96,2.29,8.45,3207.14
1.54,5.6,3.8,2.9,6.43,1052.64
8.47,8.16,7.24,9.05,0.7,1383.51
9.73,4.96,5.77,8.15,8.51,6130.69
2.24,4.69,0.08,8.59,3.23,518.89
3.07,6.5,7.51,1.86,0.92,-540.28
3.03,5.32,2.27,7.91,0.37,245.07
5.85,0.42,4.54,2.32,0.0,676.95
0.27,7.81,8.34,6.64,0.47,-896.32
1.19,3.67,6.7,9.28,9.56,4528.26
9.87,6.65,5.6,6.3,3.32,3016.01
9.15,8.2,9.54,9.96,0.5,1744.13
6.32,9.26,6.51,8.42,5.47,506.34
7.05,3.7,8.7,9.92,0.83,1400.02
3.11,1.28,0.26,0.08,8.25,2827.87
4.94,2.91,4.58,4.62,9.62,4728.54
3.04,2.03,7.38,7.37,2.03,247.43
3.36,6.02,5.52,9.6,6.68,1741.75
5.32,3.07,2.68,5.98,2.09,730.41
3.35,9.12,4.14,6.74,7.52,1045.26
6.86,8.26,4.99,0.2,1.3,71.25
7.78,2.43,6.36,4.09,4.95,2115.57
8.2,2.38,6.12,0.34,3.34,1916.96
4.91,7.33,1.88,5.91,8.96,3380.95
7.47,1.54,5.85,3.54,8.5,4320.45
3.01,7.52,5.77,9.8,2.57,-13.54
7.69,3.64,8.98,3.71,0.32,1141.39
4.36,4.11,6.8,3.74,6.98,1752.13
6.35,4.6,1.07,5.07,7.11,2608.28
8.37,9.61,4.33,4.98,3.83,706.45
7.96,0.42,2.67,7.76,5.7,2936.07
0.34,5.4,8.83,1.3,4.41,-181.26
3.65,0.3,5.08,0.12,5.04,753.34
4.62,3.31,1.45,0.52,8.73,3514.33
2.48,6.42,6.02,0.84,0.61,-471.13
2.97,4.8,3.24,9.08,8.79,3704.89
8.38,0.84,1.64,7.64,5.93,3319.43
9.99,8.35,6.24,9.47,6.1,3824.0
6.19,8.61,1.4,2.9,0.55,-277.15
0.9,1.36,3.48,1.75,7.71,2209.68
5.59,6.35,6.75,4.38,1.43,137.42
9.83,4.47,2.98,6.24,6.58,4610.41
9.91,3.75,2.46,8.74,2.92,3751.77
2.45,6.13,2.95,3.53,6.81,1265.18
7.52,7.8,6.33,4.07,6.13,1676.07
4.68,3.88,5.63,5.2,9.07,3924.49
9.87,0.55,1.1,2.22,6.46,4521.14
8.82,9.37,5.54,4.96,0.79,839.95
5.94,3.88,4.9,4.63,1.53,720.9
4.79,8.86,0.76,2.19,5.17,-161.79
5.42,2.47,3.46,7.23,9.92,5503.37
3.06,3.62,9.72,5.81,3.86,9.59
8.97,0.47,8.01,7.03,6.75,3887.32
1.49,7.81,0.15,2.85,8.59,2274.51
0.16,4.7,9.26,5.21,8.81,2829.94
5.65,2.11,9.95,9.12,7.51,2629.13
9.0,9.5,9.25,3.55,2.44,560.49
3.46,3.51,2.56,4.52,7.22,2015.01
7.57,8.16,4.37,9.33,4.8,1554.1
0.56,3.25,4.53,0.09,2.84,43.95
4.81,0.85,2.28,8.81,6.5,2196.73
6.2,9.53,1.6,5.31,2.31,-552.89
7.61,4.17,6.58,8.99,4.93,2328.48
8.53,8.5,3.27,2.69,5.92,2012.42
9.03,3.39,8.22,4.34,2.64,2289.84
5.78,4.45,2.56,1.18,1.26,559.08
7.05,4.64,1.02,2.51,6.91,2669.94
4.75,8.38,0.6,9.74,1.57,-29.28
2.67,5.24,1.3,4.66,0.87,-25.88
2.51,6.56,5.53,8.05,7.42,1877.42
6.62,4.37,7.1,7.06,1.66,990.29
4.07,5.57,9.88,8.46,0.1,-135.75
9.44,0.56,5.88,7.11,2.16,3035.51
1.7,0.86,9.51,1.3,8.37,2381.54
1.62,1.76,1.82,0.46,3.67,279.66
2.5,6.19,7.94,6.99,5.82,640.14
6.26,4.41,3.26,4.12,7.45,2785.76
8.64,5.7,8.75,0.75,6.46,2811.98
2.5,0.42,1.07,3.33,3.79,385.42
0.35,6.62,6.12,0.86,1.94,-541.4
6.61,6.81,0.04,3.7,7.95,2941.86
0.15,7.36,3.23,5.48,7.33,1367.35
4.34,2.21,3.97,3.94,8.42,3201.86
1.51,0.77,10.0,2.43,4.23,-140.01
7.87,8.13,4.45,1.74,4.83,1219.4
8.61,8.68,5.47,5.65,3.33,1242.66
0.22,8.82,9.82,8.57,7.67,863.55
9.58,7.49,9.6,2.49,9.49,5836.61
5.52,3.46,3.41,8.34,2.61,1030.34
9.87,6.94,3.35,4.49,0.29,2715.75
3.2,3.9,3.61,5.92,2.82,329.51
0.34,9.94,8.63,1.73,7.61,-15.33
8.44,8.18,7.58,9.46,6.93,2985.33
3.09,6.26,8.44,6.66,3.54,-144.01
0.27,9.26,9.89,3.51,5.47,-1120.8
8.68,1.16,5.48,2.78,1.2,2152.5
9.65,7.01,5.42,9.03,9.71,7225.47
6.69,9.64,0.06,3.63,2.75,-440.25
6.06,5.54,5.63,4.88,4.6,1012.86
2.46,3.21,7.75,6.96,3.73,304.01
6.86,0.36,9.58,1.24,5.04,1241.49
6.78,5.22,6.34,9.23,0.29,1255.16
7.44,0.08,5.87,0.33,3.54,1514.78
0.58,4.22,0.47,7.16,9.11,3829.04
4.54,8.15,4.42,2.34,5.35,120.1
3.92,7.12,3.07,9.05,5.08,745.52
2.42,3.26,8.49,0.54,3.65,-64.36
5.46,0.42,2.46,0.98,5.18,1254.05
3.37,1.86,3.9,0.97,4.71,640.53
4.02,4.14,3.56,3.04,0.54,169.59
7.39,0.78,1.98,6.43,2.59,1674.75
9.77,3.49,5.0,9.47,9.66,7871.47
7.73,2.86,0.17,9.44,6.0,3144.68
2.47,9.54,5.59,4.37,8.23,1170.11
2.95,8.22,2.26,9.02,4.19,-11.58
2.83,2.94,0.37,0.17,4.01,393.6
1.45,7.79,5.96,9.37,5.9,641.43
4.26,7.28,7.04,5.59,3.86,-110.89
2.18,7.28,6.98,9.85,6.64,1252.0
7.99,5.16,3.26,3.78,1.69,1591.18
3.15,3.37,7.34,4.81,9.06,3549.15
8.42,5.89,5.92,8.26,4.15,2326.39
8.36,6.06,1.25,2.25,9.51,5755.92
1.51,8.78,6.63,4.97,9.7,3166.21
1.71,9.54,6.48,3.92,9.06,1941.44
0.33,5.42,2.82,5.39,7.84,2227.62
3.88,4.78,6.69,9.47,7.84,2782.08
8.58,5.22,2.49,0.25,8.23,4582.6
7.69,3.19,9.33,0.68,9.08,4654.57
3.09,9.07,2.54,1.32,5.33,-481.35
3.46,0.02,4.14,9.39,0.71,685.46
2.26,0.95,3.0,5.45,1.81,224.49
6.23,3.27,9.11,6.69,2.71,719.92
7.27,4.58,4.7,1.09,3.61,1363.35
2.94,6.95,9.08,6.54,3.74,-373.73
6.85,4.72,7.98,2.55,5.48,1497.37
1.49,7.1,9.55,6.3,2.82,-742.24
6.15,6.24,6.62,6.36,0.99,478.44
3.59,2.11,7.08,6.34,0.39,193.01
9.92,4.36,2.58,5.89,3.16,3465.9
8.84,2.25,0.81,1.9,5.81,3273.78
3.42,8.96,6.35,9.57,6.76,798.47
2.36,3.22,0.48,2.19,8.33,2828.02
8.01,0.41,7.77,7.02,4.55,2209.1
1.81,8.95,7.35,3.64,9.58,2805.91
3.05,1.12,6.55,4.52,7.07,1770.92
3.73,8.39,8.06,1.54,3.29,-947.05
0.6,7.83,2.13,4.89,1.49,-692.05
4.43,9.01,9.52,0.67,2.24,-1414.52
9.02,7.42,5.07,1.61,7.05,3396.03
9.33,6.36,0.06,1.88,9.18,6024.47
1.57,4.29,1.25,6.09,5.31,839.8
5.92,0.44,0.34,7.7,9.9,5720.89
1.68,5.27,2.91,6.76,7.6,2161.31
9.75,7.15,8.25,3.02,9.01,5702.75
3.57,0.84,9.0,7.64,2.72,207.67
0.45,5.48,7.03,3.19,7.86,1947.02
5.1,2.73,0.01,1.63,8.67,3597.22
5.96,9.6,7.9,2.51,3.08,-968.97
5.46,0.37,5.72,7.06,8.86,4097.49
2.62,8.27,5.73,5.6,6.28,342.26
7.77,9.13,2.17,2.21,7.74,2457.84
