X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,y
5.72,2.28,5.05,8.51,4.45,7.23,5.91,4.95,9.1,7.36,-328420.79
4.64,6.99,9.84,3.34,0.7,3.08,2.35,2.39,2.29,3.78,-162806.79
6.82,4.58,7.53,9.22,5.74,1.52,1.32,1.24,0.64,3.7,-350724.03
8.26,2.13,2.38,7.37,5.02,5.87,1.92,5.64,2.4,2.51,-98455.03
5.19,2.69,9.09,5.19,5.12,8.24,8.76,8.42,2.41,3.76,106797.11
0.75,7.49,1.69,2.35,2.15,9.31,1.4,2.07,8.67,5.3,133602.51
6.94,3.34,7.04,0.81,6.16,9.27,0.35,7.87,5.58,8.97,69166.65
5.66,1.82,0.38,1.2,9.67,4.92,5.77,6.67,4.07,8.08,228086.98
4.67,0.23,8.93,8.57,7.34,4.55,3.17,9.7,7.44,2.15,-53723.73
5.56,6.49,6.56,7.49,3.63,9.29,9.17,9.86,9.5,3.29,108042.01
6.56,6.46,0.96,1.1,7.79,4.83,5.11,2.59,7.6,0.23,40685.94
6.64,8.69,3.69,1.38,8.64,2.33,8.09,5.27,1.43,2.99,-58152.76
3.88,9.25,6.32,1.51,5.43,0.94,7.78,2.78,7.39,2.87,-355672.72
5.34,7.85,1.52,7.24,1.78,8.9,3.17,6.47,0.47,4.04,32287.65
5.69,1.29,9.21,8.55,6.57,3.33,0.95,3.54,3.51,2.92,-232986.99
0.93,1.75,9.19,0.93,9.34,7.12,4.0,8.58,9.69,2.63,321792.15
7.77,1.81,7.01,5.28,4.55,0.04,1.25,5.69,5.78,6.82,-138413.39
3.72,6.09,1.51,8.9,3.23,4.87,4.12,9.27,9.43,2.97,-277457.57
4.73,6.83,0.23,6.28,7.01,8.1,5.85,0.38,5.58,8.0,-66954.42
9.76,3.63,4.29,6.2,0.18,7.37,7.13,0.41,6.61,6.92,-176281.64
2.72,1.67,9.53,2.24,5.74,6.8,0.41,1.92,1.74,8.63,-216965.33
6.96,3.13,8.76,6.05,9.43,5.4,8.28,9.45,7.22,7.39,191893.04
4.3,9.32,5.74,0.54,0.52,6.43,2.34,6.92,8.95,7.45,-430914.18
7.04,5.9,2.86,1.03,9.01,9.32,5.38,5.21,2.18,0.68,543824.67
4.34,0.5,1.79,4.48,2.25,8.98,4.69,0.69,9.08,8.96,-114305.11
2.69,2.1,2.6,6.35,2.18,9.43,4.63,8.79,4.39,9.57,-26163.07
7.12,2.32,1.74,6.28,1.52,2.78,6.37,5.4,9.98,9.49,-590548.91
3.1,5.13,3.03,1.92,2.14,3.66,8.89,1.88,3.37,3.93,-97848.67
9.78,9.27,1.07,5.81,0.4,4.7,2.62,7.39,7.5,4.27,-424767.24
1.96,3.69,5.39,9.11,4.73,9.55,4.28,8.57,7.0,0.9,119418.09
3.74,2.87,6.78,1.52,1.15,5.47,7.03,7.68,1.25,8.56,-207429.82
2.13,7.96,1.43,2.05,9.91,7.82,4.91,8.56,5.36,9.46,120865.55
0.89,6.49,5.37,5.77,9.75,4.75,3.35,9.71,4.19,9.04,169454.3
3.43,5.94,0.96,2.28,6.52,6.31,2.73,5.85,4.19,7.5,-49573.5
0.94,7.11,9.9,4.35,0.65,2.58,3.57,3.75,8.77,5.87,-273523.06
6.64,9.33,1.68,0.47,8.38,9.5,9.48,6.5,1.87,9.66,-283573.02
0.39,0.43,5.06,3.37,2.41,1.58,7.27,1.29,3.96,5.55,-65012.61
0.39,3.95,2.4,9.39,8.97,6.67,8.03,0.79,5.85,3.04,-89517.09
0.93,4.08,7.24,8.92,9.51,5.26,6.41,3.21,5.13,4.13,48157.39
2.88,0.27,0.07,6.31,5.23,4.23,2.68,3.69,0.86,1.91,-27266.14
0.26,7.64,3.11,1.24,8.47,0.82,9.58,4.98,9.1,8.92,-387000.07
9.43,3.2,6.28,8.37,7.77,7.59,6.82,8.62,4.06,4.25,-2370.5
1.15,9.75,5.54,4.85,2.07,6.12,4.02,1.84,3.9,5.65,-396235.69
4.13,5.6,8.36,9.55,4.49,8.64,8.94,5.38,6.55,9.02,-607143.5
5.81,4.88,2.13,5.06,2.72,8.13,9.09,7.36,4.31,9.49,-312392.8
9.73,9.12,9.12,9.83,6.35,7.67,5.75,7.16,5.69,3.73,-694399.03
5.67,2.02,7.61,2.97,3.24,2.41,9.64,0.62,8.51,2.99,-202843.47
1.7,6.43,1.67,0.61,6.28,5.32,7.0,0.22,5.96,9.62,-432758.93
3.94,8.82,2.36,4.2,4.79,5.38,3.73,6.5,2.52,2.02,-193301.33
6.46,1.94,9.37,6.23,1.02,4.62,2.86,4.56,6.29,6.85,-203476.1
8.01,3.5,2.98,9.26,5.5,4.4,6.01,5.95,3.91,1.56,-342448.09
4.99,3.4,8.56,8.08,8.14,1.06,8.39,8.47,2.55,0.98,-38197.49
6.76,4.15,6.66,6.68,2.52,6.67,9.21,8.54,5.67,6.23,-113664.0
9.15,9.07,7.83,6.42,7.54,2.94,4.81,2.28,1.53,4.81,-330154.54
3.51,9.99,3.18,2.41,4.75,9.04,6.89,8.16,0.92,6.03,-147227.72
7.75,5.04,1.71,9.98,5.11,3.81,1.88,9.89,9.18,3.84,-426610.93
9.14,8.14,7.95,3.72,8.55,3.58,9.46,6.99,4.18,7.82,-280437.72
2.2,9.89,1.36,5.74,4.28,9.88,7.16,6.63,7.05,3.68,-31914.31
5.68,3.48,2.7,3.52,5.4,5.06,5.92,6.61,6.51,0.19,17397.16
0.25,0.62,7.39,5.93,7.17,4.36,1.19,2.46,7.21,6.11,-35588.23
2.69,7.37,3.67,1.16,2.6,8.76,8.77,7.95,7.27,5.49,68113.13
0.76,0.05,5.25,4.9,1.49,3.81,0.61,5.46,6.61,4.15,-31588.0
5.1,4.71,8.15,7.53,2.39,1.38,3.05,1.62,9.54,9.08,-580389.64
2.1,1.38,9.96,5.03,0.64,7.1,2.53,7.44,2.25,4.01,13689.32
2.64,4.07,6.03,2.61,6.3,7.36,3.35,3.37,3.24,1.37,129227.03
9.99,6.15,9.09,5.88,7.31,4.55,7.26,1.87,5.63,6.68,-244031.04
9.61,8.4,4.82,5.49,0.92,2.72,8.42,2.68,3.36,5.2,-385261.08
4.05,2.74,8.64,6.83,6.7,2.09,8.22,8.53,3.24,9.74,-474698.82
0.14,4.45,3.54,8.18,2.48,2.34,2.28,8.35,7.91,7.65,-294659.74
3.29,7.86,9.81,5.89,8.91,0.64,1.81,1.3,3.62,3.01,7486.97
0.48,7.32,8.38,9.76,2.78,6.71,7.15,1.75,4.18,0.95,-526361.48
2.53,7.12,8.47,5.88,6.34,9.8,7.36,2.26,7.1,2.91,252452.79
0.38,9.61,3.33,3.62,5.54,1.44,8.43,8.52,5.74,9.62,-741003.73
9.82,0.32,8.85,0.02,2.01,8.32,7.0,4.38,8.84,8.28,-254646.69
6.8,8.58,6.82,5.61,4.5,3.31,0.64,3.44,7.97,4.54,-306587.42
8.69,8.72,8.82,4.84,2.07,6.96,5.32,4.79,3.21,1.18,-267908.73
2.88,0.37,5.09,2.41,0.89,9.04,4.4,1.81,0.22,5.39,247599.54
2.34,8.81,0.16,6.38,6.1,7.52,0.3,9.94,1.02,2.89,29970.94
3.66,8.37,6.63,7.77,2.39,2.0,6.04,9.51,3.73,8.47,-434951.65
0.81,9.51,4.54,2.88,7.09,6.73,4.99,7.2,0.16,4.02,-176325.31
2.23,4.37,4.2,5.4,9.98,8.98,9.43,0.58,3.54,2.58,588154.7
2.99,1.32,4.17,3.03,2.58,9.32,0.51,0.59,1.92,8.39,111496.01
7.1,6.01,2.87,0.79,7.75,6.0,5.49,7.42,3.56,5.98,94005.65
6.77,3.76,8.48,2.48,2.03,9.06,1.52,4.12,4.79,9.4,-147408.02
3.69,9.0,1.52,9.25,6.95,9.66,8.91,2.76,7.55,2.95,-234341.08
6.71,5.68,7.3,0.23,0.34,6.68,4.75,5.17,8.56,0.03,-58300.0
4.65,9.97,7.68,6.12,1.9,9.97,1.54,2.79,6.85,0.5,-60994.83
5.02,1.68,2.6,3.09,5.41,1.23,4.34,1.74,2.66,6.36,-42873.6
8.55,0.65,6.31,5.41,4.75,8.08,6.27,4.76,5.65,4.92,49544.55
1.99,8.95,1.41,7.89,2.98,8.25,1.49,3.57,2.1,3.09,-226898.14
1.82,5.9,6.7,3.16,2.5,3.44,8.84,1.79,0.3,0.3,-120536.63
1.59,3.9,9.7,0.13,7.55,1.55,4.53,5.18,1.67,2.6,35904.07
2.18,4.83,7.55,5.35,0.13,9.77,9.68,8.04,0.87,4.86,277799.06
0.85,7.27,3.62,3.99,0.95,1.01,8.76,6.43,9.35,0.82,-241670.03
5.11,9.98,9.11,5.76,6.1,2.08,0.58,4.08,5.3,5.98,-528780.21
7.4,4.47,1.77,2.8,4.95,4.7,9.71,8.86,1.39,8.01,-206118.0
4.64,3.79,7.15,3.58,2.95,2.21,2.08,6.81,4.59,0.03,-5679.8
6.16,6.58,2.87,3.26,4.9,9.24,2.64,8.5,1.37,5.03,312212.77
2.68,8.9,4.52,0.72,6.85,5.35,9.47,9.71,8.46,2.2,-168619.78
6.79,5.73,6.23,6.74,2.81,0.05,3.51,3.67,6.07,8.31,-337406.61
1.16,0.5,5.08,9.62,1.11,1.59,8.3,4.94,5.51,5.25,-481795.4
4.21,8.1,4.87,6.87,9.45,4.23,5.28,0.21,3.01,9.93,-370817.08
8.06,5.25,0.31,8.58,1.36,8.08,1.02,5.64,2.46,9.04,-422654.45
0.77,0.45,1.45,6.6,7.82,6.23,6.51,6.12,1.99,1.18,110143.76
7.49,6.06,4.44,2.22,7.39,1.23,7.15,0.13,3.79,8.36,-202796.57
2.46,6.6,7.95,7.57,9.78,3.64,6.16,8.71,8.36,0.44,225087.97
5.79,3.75,8.91,0.15,8.7,6.29,5.34,2.69,2.3,3.06,204713.03
0.56,1.53,7.71,3.34,9.06,9.36,2.43,7.21,1.39,8.64,371395.1
8.68,5.05,5.87,1.23,5.05,2.02,5.49,1.83,4.94,4.64,-87482.82
7.59,0.66,4.28,5.17,4.85,3.99,5.03,2.36,1.94,2.99,-40192.45
7.36,3.52,8.01,2.93,1.5,8.71,3.02,5.57,4.85,6.17,128764.61
0.94,5.03,9.46,6.76,3.13,5.59,4.1,8.43,0.87,0.99,-55343.98
5.2,5.61,9.64,0.07,9.17,5.24,3.27,8.77,4.28,4.39,290950.67
4.72,5.66,7.29,2.69,2.33,1.54,0.04,0.12,0.77,5.41,-75714.15
2.49,7.7,6.08,9.78,8.69,0.3,4.79,4.82,7.89,0.85,-371655.44
6.13,7.38,1.88,6.13,9.01,0.09,5.66,5.11,7.6,7.21,-17438.48
7.44,9.94,9.98,6.92,7.71,5.47,8.9,4.88,0.45,3.45,-539608.01
9.3,4.45,6.77,3.07,7.0,1.31,0.2,4.07,5.24,7.96,-193561.39
9.04,8.11,6.3,9.23,2.42,5.32,0.47,3.63,4.99,9.65,-963025.48
3.38,1.59,3.16,4.62,6.75,3.43,3.15,2.95,6.03,1.99,43205.21
3.18,0.2,9.88,2.77,6.34,7.1,3.04,5.13,3.98,8.19,-137184.72
3.95,2.22,0.61,8.64,0.53,9.88,5.22,3.92,8.96,5.09,103506.49
5.45,1.56,9.49,5.17,7.46,3.16,9.57,3.23,0.04,7.4,-210148.13
1.46,1.86,0.71,9.46,1.51,3.53,1.97,2.29,2.47,1.82,-365479.76
7.11,0.54,5.36,8.74,8.73,3.97,0.11,1.32,0.05,3.99,-43145.22
6.05,6.98,7.38,8.48,9.78,4.65,3.14,2.55,1.58,2.84,100056.85
7.54,7.44,6.08,8.38,5.51,7.33,2.91,9.31,1.8,2.85,-102029.11
8.29,7.11,0.46,7.26,0.43,5.53,0.6,9.38,5.86,3.46,-89805.16
2.08,0.75,6.9,5.61,4.6,1.15,0.65,8.72,5.2,8.81,-222477.0
7.69,6.18,7.31,4.2,7.46,1.49,0.65,9.67,2.36,9.9,-322165.06
2.45,2.08,8.65,5.46,7.39,8.73,5.68,5.64,4.37,2.66,263511.35
5.75,9.85,5.74,9.3,9.45,4.45,9.68,8.66,1.39,4.79,-449477.64
0.88,2.77,9.5,1.34,2.55,4.62,9.21,0.51,6.11,0.87,-160394.23
8.03,1.84,9.96,6.27,3.77,2.48,7.37,4.93,2.2,9.06,-502850.72
8.5,2.48,6.15,3.13,5.04,3.74,4.86,5.13,6.77,0.91,-60873.37
9.88,6.82,8.82,6.01,8.74,1.94,9.04,0.88,5.01,3.61,-117337.24
7.81,0.7,5.43,6.31,5.52,5.73,7.17,3.87,6.84,5.72,-116312.63
9.26,1.76,6.95,1.12,2.0,6.07,4.19,7.73,6.6,6.08,-71684.89
9.5,7.01,3.11,3.31,4.84,8.28,8.79,8.92,8.43,6.98,-91473.23
5.89,6.22,5.37,8.26,0.11,2.07,0.68,0.91,6.01,9.85,-717739.52
0.91,2.18,8.27,5.34,8.72,6.66,8.32,3.32,0.6,7.97,12631.5
2.19,4.46,0.83,5.97,4.72,4.06,9.18,4.97,0.15,7.71,-258225.01
0.2,3.08,5.6,1.71,0.08,9.86,6.69,5.55,6.03,1.25,402649.17
5.17,7.02,8.07,7.36,8.39,0.16,3.67,4.58,2.54,8.2,-217950.44
2.5,5.3,7.06,6.1,4.11,9.39,6.19,0.76,6.18,0.37,237884.33
1.31,9.5,5.68,6.59,3.08,5.43,4.99,1.17,1.18,0.66,-388411.69
8.43,4.82,8.25,3.1,2.91,3.78,0.96,4.63,4.53,4.48,-102806.09
7.77,8.03,1.66,0.78,2.34,1.18,9.51,8.19,3.85,2.01,-226215.64
6.81,0.03,3.09,6.39,9.28,5.29,8.78,1.75,5.33,6.53,122989.27
3.43,3.48,1.21,8.4,5.7,0.37,9.83,9.46,1.89,8.44,-393942.25
4.52,9.7,5.18,8.03,2.22,4.58,9.92,0.02,9.96,2.11,-791056.31
0.18,5.28,0.31,9.34,5.59,4.31,3.04,6.15,2.47,8.55,-551090.01
7.2,1.34,6.25,0.53,6.93,5.84,9.83,6.24,6.91,1.99,-58905.34
2.94,1.81,2.45,5.13,4.82,2.51,8.51,7.49,0.01,1.19,-30675.07
8.87,6.71,4.94,2.85,0.65,1.52,6.98,9.75,0.75,8.35,-206071.21
3.07,9.85,9.59,6.13,6.81,4.05,9.21,2.99,6.91,2.37,-557465.09
8.41,4.93,0.12,2.15,4.74,0.84,1.85,8.52,9.2,5.03,-76337.19
5.41,7.35,3.84,8.12,7.82,4.02,6.73,5.1,9.18,3.26,-238231.99
6.52,7.89,1.27,7.22,2.7,5.17,5.82,0.42,8.99,4.54,-325578.35
5.39,3.04,0.68,0.37,5.09,7.28,8.54,3.99,8.72,6.59,-88366.17
6.19,2.96,0.92,1.65,0.05,7.79,0.52,9.7,7.08,7.32,138824.13
0.06,4.34,4.26,8.51,2.46,8.79,1.42,6.87,6.7,6.69,-47680.58
0.74,4.37,9.61,0.23,0.71,8.03,2.7,8.99,9.32,2.69,86984.16
9.41,5.91,1.4,3.58,3.57,7.54,7.94,4.6,9.76,8.71,-412505.46
8.16,3.38,6.66,3.93,7.41,0.44,1.36,0.04,4.58,6.15,-8940.61
8.31,7.73,4.06,1.08,1.6,7.66,7.58,3.24,4.95,4.3,-95032.12
4.21,8.8,8.49,1.83,9.94,0.83,6.89,7.2,9.97,1.12,58528.09
9.4,6.59,9.04,7.93,4.34,7.25,4.19,1.28,8.44,2.88,-305287.02
4.94,8.01,7.45,5.62,1.06,9.55,1.44,9.4,2.25,7.45,176079.99
2.22,7.5,3.85,9.95,4.91,3.48,9.45,5.82,4.82,1.53,-659469.71
3.41,1.05,3.52,5.27,4.08,4.06,8.14,5.36,3.05,7.09,-150253.17
7.92,6.96,9.61,5.86,0.08,0.72,2.42,8.35,4.24,3.92,-153809.03
1.13,0.78,6.14,5.28,6.22,7.36,4.49,6.05,8.21,1.56,73869.34
8.97,8.78,5.5,6.1,4.8,6.36,0.07,6.74,9.1,2.25,-340284.88
1.02,8.37,5.63,2.6,3.79,8.59,5.1,5.08,1.54,4.63,19675.52
2.15,9.67,6.75,3.76,6.0,2.04,3.72,2.28,3.45,7.2,-452510.9
6.99,3.58,3.68,9.75,8.59,8.44,7.27,2.4,3.12,1.22,-66042.7
1.7,7.86,9.68,7.85,3.25,5.86,2.43,2.11,2.13,9.45,-699686.86
8.98,1.47,3.63,5.67,6.14,2.05,3.3,6.26,8.51,1.95,-99547.0
5.56,5.16,0.37,7.78,10.0,4.79,3.77,3.34,3.64,5.22,284350.46
7.05,2.36,5.68,7.46,1.25,2.93,4.34,7.26,1.32,6.84,-188842.53
4.73,3.55,6.78,4.41,6.15,6.99,4.12,6.21,0.69,0.18,100266.78
8.75,7.8,9.59,1.86,10.0,2.31,6.95,7.81,6.64,1.19,212326.67
3.32,7.04,1.81,8.89,0.88,0.71,3.96,5.09,6.76,3.1,-365382.19
3.19,5.25,4.78,0.13,8.02,0.46,7.92,8.11,2.66,2.52,144174.02
8.86,4.05,7.52,6.85,3.69,1.18,6.7,9.9,1.31,9.28,-363031.1
6.71,9.71,8.47,4.28,9.53,6.69,6.97,9.94,8.85,0.41,61816.26
6.78,5.8,2.98,5.75,6.34,3.53,5.91,3.77,2.84,1.42,-41000.53
0.34,2.82,9.88,4.33,0.69,7.97,8.69,5.76,9.13,8.27,-278478.95
3.27,6.61,9.9,0.14,2.42,7.7,2.28,3.7,8.94,3.5,-88003.33
6.04,6.46,9.88,0.22,1.24,0.71,4.87,2.79,4.32,5.29,-169917.83
1.39,1.96,5.9,9.04,8.33,0.96,4.84,2.79,3.75,1.97,-123877.34
8.44,7.14,1.03,7.69,0.13,0.3,1.43,4.99,0.23,5.08,-280020.46
7.39,0.91,7.88,3.99,4.05,6.38,3.3,0.7,1.58,9.0,-305368.99
1.77,0.52,1.81,1.91,4.98,1.32,5.58,6.47,8.28,0.36,-25581.27
9.12,6.22,5.75,6.61,0.41,4.0,5.41,0.36,6.61,8.04,-375482.13
3.71,6.29,1.89,0.45,3.91,1.35,5.15,0.62,1.43,4.13,-54293.55
0.04,3.97,3.41,4.29,7.08,4.68,1.37,5.75,1.17,8.24,-106588.14
1.21,0.79,6.89,6.16,9.98,6.19,9.77,9.24,4.31,3.97,423322.48
7.91,3.64,2.23,2.14,1.74,4.35,1.47,1.75,6.84,1.84,-50926.7
0.63,0.17,3.25,8.63,6.42,2.82,4.16,6.87,0.1,7.54,-287631.74
7.56,2.91,5.6,1.68,9.85,5.22,5.13,5.87,5.54,4.21,400685.63
8.14,0.66,8.69,9.96,8.88,8.51,2.85,8.9,6.84,5.82,-56805.65
2.18,0.51,1.43,1.62,6.28,4.45,0.7,7.28,6.57,6.02,28161.36
2.79,6.54,0.05,7.12,1.33,5.51,0.36,3.82,7.54,4.23,-160715.62
7.33,3.22,1.34,6.12,0.14,0.91,7.87,2.26,9.99,2.74,-239119.91
4.95,1.85,0.5,8.26,7.6,2.48,0.53,2.44,0.99,9.51,-467139.01
5.34,2.14,3.38,1.75,8.51,0.38,1.51,7.19,8.0,4.51,177659.75
3.27,0.04,2.25,2.28,5.47,7.6,2.52,1.61,2.75,7.78,-9394.58
7.57,4.26,4.01,6.92,4.25,2.31,5.08,4.52,1.84,6.66,-182025.56
2.68,8.38,7.22,5.46,3.81,7.44,4.47,9.25,4.12,8.19,-193921.5
4.81,3.98,1.63,0.61,3.95,5.68,0.24,0.71,7.68,0.9,-10547.23
1.47,2.24,8.21,5.51,1.46,1.1,8.54,2.56,3.6,3.86,-130240.19
5.37,0.92,0.61,0.92,9.47,6.66,6.6,4.95,5.8,4.22,375582.65
8.84,9.7,0.09,0.89,2.79,3.95,0.55,9.15,9.42,0.32,-412476.36
6.18,5.75,6.08,5.69,6.58,2.91,3.28,6.89,0.96,2.07,1979.86
8.59,6.15,4.42,3.71,8.81,3.88,0.78,0.29,8.67,9.69,-342080.79
7.94,5.62,9.49,9.03,9.0,0.92,5.8,4.14,0.39,6.12,-203789.75
2.15,2.31,8.97,4.65,3.86,8.66,5.46,1.57,4.08,2.97,155365.66
3.62,5.05,5.89,0.66,8.7,6.3,5.24,8.86,6.45,1.66,324471.75
5.54,2.01,6.74,8.93,5.14,9.96,1.67,4.6,6.88,3.13,155468.44
6.93,0.01,0.37,4.09,5.29,3.98,5.85,4.06,2.52,1.48,-10691.5
9.12,7.52,3.79,9.07,7.06,6.56,3.94,6.61,9.6,5.12,-447084.9
1.84,9.29,7.29,9.32,3.71,0.42,4.12,9.16,9.89,9.63,-1085550.18
2.32,9.46,7.33,9.61,7.67,4.98,5.0,3.76,6.5,4.15,-637586.83
7.97,1.72,1.67,2.36,0.02,2.35,8.26,3.44,1.81,7.73,-233230.63
7.99,4.33,5.21,7.57,9.76,6.35,5.35,5.36,7.32,0.0,254518.32
8.53,1.06,1.22,8.95,9.82,0.8,9.38,1.98,7.6,8.41,-257479.49
8.1,9.1,8.64,6.17,8.7,0.91,2.2,2.6,5.69,4.87,-196596.19
6.8,6.73,8.72,0.48,7.67,8.57,9.92,8.13,3.22,5.81,103037.37
1.71,4.55,0.53,2.19,7.81,3.52,3.12,5.75,4.71,1.31,132318.21
9.91,1.2,1.68,8.86,4.25,6.52,2.76,1.18,2.45,2.81,-315747.05
3.96,0.7,3.76,9.85,9.42,5.89,3.55,4.2,2.18,4.14,-82808.42
0.95,3.24,9.13,3.44,7.79,4.14,6.52,7.24,2.03,0.63,91329.1
0.68,6.77,7.65,5.12,9.17,1.72,1.49,9.51,4.86,6.29,269804.89
1.11,7.9,2.45,8.62,8.63,8.63,9.26,5.24,4.53,5.62,-51311.75
9.45,9.03,1.25,1.35,8.75,2.43,1.44,9.22,8.79,8.57,-298585.93
0.65,0.75,4.26,2.54,7.93,8.69,6.77,1.89,8.88,2.85,278584.68
7.59,6.97,2.73,3.59,6.3,1.2,6.52,9.36,2.68,8.7,-208519.21
5.59,1.09,9.54,6.8,6.57,2.71,5.17,4.09,8.42,7.55,-276412.7
8.74,9.02,0.64,2.3,2.12,3.37,0.62,8.41,7.59,9.24,-616961.64
1.98,8.13,6.96,9.55,2.78,8.41,3.09,3.13,1.66,7.7,-503574.04
3.54,4.41,3.35,7.38,3.91,1.21,1.24,4.23,5.27,3.04,-119819.62
7.53,9.66,2.46,2.54,7.38,5.9,2.88,7.63,4.21,6.15,-267867.56
9.59,2.79,2.51,4.43,5.53,1.33,2.1,4.12,9.18,1.86,-158473.46
3.85,8.1,5.08,4.25,9.54,2.07,1.83,6.52,0.95,3.58,211669.96
0.76,3.74,6.42,9.93,8.28,8.96,2.2,7.92,6.1,1.63,6297.34
2.99,8.37,0.31,4.22,9.15,4.41,2.34,5.32,2.01,3.11,117823.63
6.87,8.2,2.61,7.26,6.76,4.51,2.56,5.5,0.04,0.29,-203063.15
9.95,3.18,0.5,6.45,3.95,0.79,5.34,7.6,6.37,4.72,-154205.85
5.07,1.97,2.65,9.37,0.13,9.67,5.64,5.89,6.18,8.01,-141308.13
6.08,5.13,6.21,6.13,2.8,1.59,4.76,0.67,1.37,7.66,-219310.51
7.47,5.72,7.5,7.31,1.27,6.4,0.87,3.72,1.51,5.44,-158269.07
1.47,3.98,4.57,3.77,1.6,6.15,1.15,6.61,1.2,1.76,48955.21
9.62,7.45,2.35,2.77,8.97,0.56,7.19,9.2,6.36,7.96,-21293.8
6.15,0.21,6.63,7.33,9.48,8.4,3.11,3.94,5.65,8.28,210664.47
8.27,3.32,6.23,8.27,5.31,5.51,9.66,8.67,0.96,8.5,-461834.26
1.09,4.16,6.04,7.5,1.84,6.24,0.9,8.16,6.14,6.68,-109519.85
3.8,4.89,5.13,2.31,6.29,3.42,5.78,7.18,3.55,7.27,-56529.1
2.58,7.11,7.26,7.32,3.7,1.03,3.3,0.34,1.53,4.45,-214015.28
0.22,8.85,0.27,4.97,4.38,0.73,9.43,0.26,5.36,3.62,-358513.52
8.68,3.99,4.23,1.3,4.95,3.0,0.71,8.84,5.32,1.99,38855.5
6.81,3.27,9.86,0.5,7.27,0.52,0.15,2.04,2.26,1.1,-5869.42
3.9,5.11,9.37,9.72,5.79,0.29,2.22,7.27,0.57,8.99,-733943.2
6.77,4.57,8.36,2.33,0.74,7.86,7.65,7.81,8.73,8.93,-264462.22
0.34,9.49,4.72,3.39,8.99,1.79,3.48,4.1,4.63,6.17,-120631.63
3.13,2.01,0.44,9.09,0.98,5.92,9.06,9.08,0.17,1.81,-247287.81
0.22,6.89,4.5,5.21,9.48,8.7,6.81,4.12,2.92,6.58,405178.3
5.13,8.53,1.22,6.24,0.14,3.24,2.99,0.11,3.57,1.93,-251449.59
1.23,2.01,5.61,1.45,9.18,6.27,1.24,5.78,1.24,1.17,348100.72
0.18,8.57,1.3,1.24,7.04,2.39,3.81,0.75,4.45,9.18,-456050.93
3.38,8.2,7.56,3.63,9.63,2.63,2.63,3.49,3.74,9.82,-266863.02
8.45,5.39,6.76,4.27,0.65,8.95,8.53,8.02,2.01,8.21,-24060.03
3.96,1.3,2.93,9.0,3.23,1.03,6.06,6.67,4.92,9.18,-611193.06
7.69,4.99,8.88,1.32,1.92,2.5,8.48,9.75,1.08,9.57,-403901.96
7.18,5.53,3.16,5.71,6.19,1.35,9.85,5.14,5.04,5.65,-193078.42
0.44,1.97,2.51,6.85,8.38,3.35,9.16,3.62,4.3,7.45,-92930.17
6.12,2.64,7.72,9.74,8.98,4.39,6.83,6.18,8.88,7.57,-390191.06
7.5,6.5,7.75,3.57,3.64,1.95,8.87,8.86,4.11,4.63,-102591.18
6.07,8.54,8.61,3.33,4.66,1.63,0.92,2.08,1.94,4.0,-251297.07
3.12,7.98,9.35,7.15,8.77,3.83,8.49,5.9,0.54,8.9,-391431.59
8.84,5.4,8.77,7.11,0.22,3.19,0.75,9.16,6.38,3.35,-123544.49
7.97,3.04,2.54,1.67,3.87,1.83,0.1,8.26,6.41,9.5,-371365.8
5.14,3.46,7.83,2.24,4.7,8.99,0.96,0.57,4.71,1.06,243804.74
8.22,2.97,2.1,1.54,4.33,1.2,0.96,2.8,9.13,3.52,-120431.0
5.69,1.1,6.92,5.0,2.62,3.55,8.56,7.51,4.15,8.01,-231172.54
5.33,7.6,8.54,3.39,3.97,2.09,3.7,1.97,9.37,8.57,-483518.05
6.87,6.32,3.11,6.85,0.73,0.46,8.19,1.28,8.7,9.84,-716260.37
4.54,4.75,7.54,9.28,2.62,1.56,8.6,3.31,4.09,9.6,-845154.59
0.2,0.89,2.28,3.38,3.83,3.4,6.68,2.61,3.11,3.05,-18264.22
4.3,2.23,2.81,8.62,3.77,6.02,9.86,4.71,4.29,8.08,-497998.91
4.54,0.21,5.72,3.4,9.89,1.13,5.44,4.44,9.43,8.42,110707.89
2.74,1.59,8.66,3.44,3.2,6.76,5.92,7.89,1.69,1.26,59673.14
7.4,7.58,8.08,6.43,6.41,2.15,7.45,7.64,5.71,7.3,-280241.85
4.9,9.97,3.85,0.56,4.44,1.2,8.1,4.46,0.3,2.2,-471654.47
7.77,8.17,5.07,9.8,8.42,0.13,1.99,2.85,0.96,8.94,-729939.59
4.47,5.8,0.58,5.89,2.48,8.8,8.17,5.94,1.71,2.8,135173.41
3.71,1.72,3.58,6.29,4.98,9.97,4.58,9.16,3.05,0.86,525481.48
3.77,3.15,3.41,7.04,5.9,2.94,4.94,5.29,2.85,9.94,-540285.71
5.08,9.37,3.67,5.04,1.31,3.78,9.75,2.2,3.01,5.66,-486096.55
0.09,4.89,9.56,4.28,3.85,5.57,0.5,0.15,9.66,5.2,-188114.15
9.3,1.77,4.26,9.7,2.33,8.22,8.56,8.01,7.01,8.48,-575034.15
0.34,0.42,9.98,8.07,5.58,2.78,2.05,5.1,1.27,3.57,-226503.98
6.01,0.18,8.91,0.63,6.84,0.43,7.15,0.03,4.7,8.75,-280239.27
9.84,4.15,9.3,5.86,0.12,9.46,9.26,1.49,7.15,4.89,11470.74
