X1,X2,X3,X4,y
4.33,8.95,4.9,2.96,79.3
5.89,9.11,4.3,2.73,92.75
5.26,3.22,5.93,8.27,33.91
6.83,3.38,0.79,0.47,70.96
2.25,2.9,3.28,4.91,19.17
5.94,3.25,6.32,5.53,43.89
7.87,9.0,9.12,9.96,74.44
1.0,0.73,5.98,8.63,-16.73
3.07,3.91,5.69,8.55,15.93
0.81,7.78,5.72,1.72,53.31
3.04,3.13,0.85,3.02,31.32
8.95,6.91,5.58,5.93,86.9
1.54,4.33,7.99,9.91,-1.8
6.75,4.08,3.66,8.39,44.29
1.74,9.24,1.61,6.22,45.12
8.52,1.17,7.01,9.19,37.41
6.46,2.29,5.94,7.91,29.4
9.6,6.37,8.27,2.28,104.75
3.93,2.83,6.46,9.29,14.76
3.07,0.97,0.82,7.6,3.14
5.98,2.82,0.54,0.39,62.91
8.14,4.75,0.99,8.08,56.97
2.13,3.56,1.16,1.76,31.06
0.53,9.12,9.32,5.84,41.34
1.86,1.53,2.49,7.24,-2.0
3.78,0.26,1.54,6.01,11.94
7.06,8.19,4.08,5.56,77.34
8.34,0.72,4.94,2.47,56.76
7.53,6.05,7.34,8.24,62.83
9.44,5.07,5.72,8.47,66.18
4.93,1.4,4.81,1.8,42.5
1.99,8.6,1.78,6.19,44.21
0.9,4.65,2.34,8.98,-0.13
0.22,1.62,5.4,1.21,15.04
4.9,4.01,4.78,0.76,64.72
4.11,7.23,0.29,5.79,52.05
5.96,9.63,8.33,6.77,79.54
0.18,0.53,1.61,4.97,-11.61
6.71,5.64,9.26,5.82,63.0
4.0,9.62,3.89,9.6,50.76
8.68,6.38,5.96,2.53,90.38
1.55,7.58,8.61,2.13,52.97
5.87,1.38,2.63,6.66,26.37
7.32,5.6,8.68,0.73,85.47
7.34,0.48,0.82,4.45,40.73
6.05,4.66,1.52,2.51,67.32
8.0,9.47,8.6,4.88,101.29
6.74,1.17,9.14,8.46,23.0
4.49,4.89,0.43,1.33,63.59
3.53,4.62,7.6,0.23,56.65
5.73,4.97,5.03,6.02,49.47
1.24,3.97,1.02,7.76,2.45
3.0,7.43,6.41,0.57,66.42
9.1,7.57,2.7,9.53,67.63
8.26,3.75,0.33,2.25,72.31
6.09,2.7,2.2,7.01,33.43
4.7,1.09,9.05,8.73,9.83
9.58,1.02,4.67,8.84,41.5
2.57,2.46,7.24,3.77,24.97
3.08,7.06,0.54,6.59,45.61
9.66,8.53,2.11,6.97,95.05
8.88,9.41,3.99,4.59,106.39
8.05,1.87,0.41,7.06,38.0
6.23,9.45,6.5,8.16,74.32
8.4,0.69,1.21,7.83,35.54
6.48,5.69,1.95,2.33,80.28
4.11,1.03,8.94,3.06,30.41
9.39,6.04,8.85,2.75,95.12
7.91,0.81,6.07,7.41,33.87
5.81,2.23,9.86,5.01,36.35
5.34,5.49,8.34,8.84,41.3
7.15,4.06,3.94,0.11,77.63
8.95,3.4,1.35,1.88,78.04
5.6,0.41,8.37,0.13,51.1
4.26,8.91,1.75,0.09,88.2
9.51,3.15,3.02,1.57,83.23
7.9,4.02,0.46,8.67,48.01
9.58,6.77,8.86,1.89,108.31
8.85,5.18,4.56,6.7,73.2
9.7,3.59,0.97,9.73,62.57
2.49,4.47,9.44,7.16,19.41
7.11,9.13,3.93,4.44,94.31
2.24,2.92,2.12,2.79,31.09
9.79,2.64,5.16,4.22,75.03
5.68,6.18,9.02,5.64,60.97
5.92,3.99,0.72,3.81,52.83
2.56,8.47,3.19,9.65,38.16
1.82,5.8,2.45,9.34,11.63
3.36,0.82,2.04,4.66,13.37
5.36,8.59,2.92,3.44,84.92
8.41,0.46,8.91,2.43,55.11
0.19,5.72,3.89,0.65,43.35
7.16,5.69,8.93,0.53,90.3
5.13,6.81,8.97,5.06,62.79
9.05,1.37,8.06,2.94,60.61
6.9,5.99,9.36,0.39,84.63
8.32,1.54,1.53,1.55,71.47
2.97,9.55,1.71,6.4,53.05
2.44,3.62,3.72,4.17,27.66
2.12,8.71,4.84,8.65,38.34
2.27,4.91,2.33,9.01,13.49
4.74,1.99,5.35,4.24,34.08
0.36,0.77,5.5,7.03,-14.26
5.95,4.05,0.12,3.88,47.69
3.72,1.37,0.22,9.82,-1.03
4.09,2.09,3.8,2.47,39.84
7.89,0.41,3.0,4.93,42.66
6.13,5.04,7.18,0.26,75.73
0.25,3.72,4.32,5.25,7.12
3.54,2.16,4.75,1.18,38.69
7.05,2.27,6.66,3.63,56.07
9.49,4.15,6.03,4.85,70.97
2.19,7.68,4.3,2.91,54.58
4.78,7.65,0.66,0.88,78.22
6.5,0.32,6.62,1.98,44.2
3.93,3.66,3.76,3.79,37.03
8.98,7.96,6.21,4.83,95.98
4.03,3.73,6.82,4.39,41.61
9.14,6.61,4.55,7.95,77.07
6.65,6.84,6.09,5.21,70.4
0.69,1.98,0.44,7.46,-10.61
4.25,9.3,5.8,2.46,84.15
6.29,2.77,5.5,1.51,58.28
8.29,1.72,4.75,0.13,68.47
0.82,8.44,5.03,8.45,25.06
3.51,1.49,0.87,4.38,24.72
6.04,7.26,7.08,5.12,68.83
0.82,7.35,7.86,8.92,18.04
7.01,1.52,0.6,8.94,26.58
7.99,7.11,6.1,1.74,95.86
2.4,2.43,9.71,3.04,24.66
4.19,5.09,8.04,1.16,59.14
7.79,0.85,7.1,7.17,34.03
5.39,6.3,0.91,0.88,74.65
7.81,5.51,3.52,6.75,66.04
2.2,3.15,9.9,9.06,7.94
9.37,6.99,8.76,2.03,100.9
7.1,2.15,9.91,2.45,61.69
1.66,9.62,4.53,4.66,50.74
1.05,2.0,8.35,3.83,4.57
4.55,0.51,6.13,0.7,38.4
0.67,4.52,1.75,1.34,30.06
2.75,0.61,9.68,7.63,0.76
2.57,7.0,9.77,5.2,42.96
1.7,7.32,3.71,0.31,61.41
8.17,2.29,0.96,6.0,53.25
1.37,7.8,7.01,6.46,33.66
3.2,5.53,1.77,8.77,23.16
3.12,3.91,8.29,7.06,23.36
5.58,8.17,6.52,1.15,90.72
7.23,8.39,9.05,7.76,72.27
9.3,7.45,7.77,4.67,95.95
2.46,4.22,4.34,7.52,16.85
0.54,4.28,3.93,9.48,-7.48
6.02,4.17,7.48,5.16,53.41
8.59,3.48,3.63,4.93,62.17
0.19,1.52,4.65,0.76,13.48
0.9,1.27,8.91,6.72,-6.2
8.76,3.82,4.77,2.54,83.74
4.47,3.22,2.59,0.87,54.02
6.03,7.37,6.38,3.6,77.25
9.16,3.79,2.09,2.6,77.31
1.48,1.71,1.11,9.14,-9.45
5.93,6.57,7.95,0.76,88.24
7.83,7.26,0.9,4.8,86.61
8.91,4.61,4.21,1.63,83.53
2.33,9.87,8.03,6.06,58.62
2.76,2.21,2.24,6.14,14.0
3.03,8.31,0.58,4.03,59.51
0.98,2.65,4.28,0.41,28.76
7.5,8.16,6.2,6.75,75.47
2.86,5.88,9.94,2.47,46.33
4.79,8.08,0.23,3.97,70.71
4.53,3.15,2.29,4.42,36.72
8.02,4.04,9.1,2.21,79.05
8.42,6.21,7.36,9.77,57.73
2.91,7.68,6.92,6.05,46.14
5.71,9.73,9.4,3.27,93.25
9.66,7.09,6.78,8.1,82.42
7.72,4.01,1.74,9.93,41.19
6.93,5.95,8.19,6.72,64.6
7.32,0.0,4.31,2.17,46.28
8.99,2.34,5.31,8.67,54.27
5.08,3.03,0.11,6.96,26.31
7.41,4.51,5.83,0.47,87.38
1.51,3.88,1.6,4.88,15.45
4.08,1.67,9.44,3.58,29.84
3.42,9.87,1.51,9.45,51.9
1.65,4.44,4.79,2.6,36.18
6.05,9.21,4.69,5.76,78.5
6.54,5.67,3.38,1.15,77.3
0.06,2.79,0.09,4.32,5.76
4.41,8.96,4.51,3.16,80.83
5.37,2.5,0.71,9.1,21.07
0.57,0.22,8.29,7.31,-18.77
8.75,1.58,9.37,6.52,44.2
9.6,4.22,7.93,1.9,88.06
9.33,5.25,6.83,1.14,98.72
4.78,5.11,6.37,3.19,58.59
4.4,9.14,7.67,9.95,53.5
5.77,9.87,7.12,3.92,89.46
5.4,5.94,8.24,5.68,55.74
6.31,8.99,4.05,6.02,79.85
0.67,0.71,4.27,1.27,5.86
8.99,4.18,6.47,6.32,69.55
8.06,6.75,6.47,2.4,93.17
3.95,5.86,1.91,1.33,62.6
4.76,2.15,3.66,3.99,29.73
2.94,3.46,6.54,7.2,17.52
7.35,9.11,7.89,2.46,105.74
5.08,7.35,3.01,2.25,78.01
8.6,1.83,7.07,1.4,73.38
6.95,5.14,7.92,0.45,84.48
8.95,3.72,9.28,1.04,86.37
1.16,3.93,4.11,1.9,29.2
9.8,5.4,7.9,0.45,103.86
7.73,8.11,0.9,7.64,78.01
5.32,3.85,3.97,4.66,45.44
2.86,8.91,0.24,4.26,64.81
6.62,7.95,5.0,6.95,70.56
3.12,0.91,8.35,2.75,25.96
6.43,1.63,8.78,2.64,44.75
8.05,1.22,4.35,8.53,33.08
0.1,7.75,7.21,3.98,34.7
8.42,5.83,4.21,3.52,83.27
5.21,5.94,0.9,7.14,40.95
6.6,6.43,7.61,4.12,72.49
0.4,5.07,0.49,4.83,12.85
0.58,7.43,8.33,0.36,51.86
5.17,8.63,2.66,0.64,92.33
9.82,3.35,3.04,3.45,81.36
1.95,2.07,2.77,6.31,6.4
2.27,6.76,0.64,0.43,61.62
5.58,5.28,9.45,5.05,57.25
9.37,5.9,0.06,8.91,68.28
3.46,0.77,4.45,1.2,33.68
2.5,8.85,6.53,9.38,38.19
4.97,0.45,9.02,5.23,17.19
9.26,2.8,1.26,9.5,43.79
6.28,2.76,6.37,5.45,42.29
6.92,3.17,4.72,7.27,41.0
8.63,0.53,7.8,2.38,58.52
2.25,3.4,9.73,6.97,13.53
2.9,5.64,2.38,6.6,35.76
0.79,4.49,1.91,4.24,24.14
4.15,0.92,4.2,2.53,32.76
4.4,1.72,7.6,4.62,30.66
0.08,0.5,6.39,8.9,-25.72
2.85,8.44,8.78,6.43,51.43
9.98,4.43,8.49,0.86,101.09
6.05,0.07,9.34,7.51,19.24
1.58,8.46,9.27,5.11,50.79
6.09,1.72,9.92,0.2,56.24
5.44,4.07,1.02,0.97,60.75
0.26,4.19,8.23,2.43,22.96
0.71,7.24,2.31,1.25,44.96
9.08,2.4,8.95,8.36,50.37
7.44,7.82,2.04,9.11,61.93
9.28,8.48,0.83,9.62,79.84
1.75,1.77,5.37,9.05,-7.01
4.06,5.51,7.93,9.09,33.63
8.64,5.33,2.49,9.14,61.71
4.93,5.01,9.56,5.35,49.99
3.95,9.1,7.85,8.74,51.99
2.57,9.47,1.33,9.94,43.12
9.35,0.98,6.94,4.09,63.48
6.3,1.44,9.33,5.85,37.01
7.93,3.07,7.47,3.34,70.4
0.96,2.82,2.88,0.42,31.41
6.99,7.83,7.54,2.07,91.46
7.37,8.11,7.43,9.75,70.22
1.94,2.6,7.38,9.18,0.29
6.69,5.53,0.04,2.88,75.51
9.36,9.11,7.97,7.18,94.72
9.9,4.73,7.91,9.06,70.62
1.67,9.32,7.81,2.68,64.01
2.56,9.07,8.8,3.72,64.69
6.74,2.0,2.8,0.4,65.73
0.59,4.04,4.5,2.57,26.92
7.95,3.28,5.62,4.96,59.36
0.59,1.63,3.06,6.56,-11.01
8.82,9.6,3.31,8.64,89.15
1.25,3.83,9.09,3.27,25.19
1.11,6.42,1.32,5.45,31.61
6.31,2.3,3.8,3.87,44.72
8.15,2.82,6.69,9.8,37.55
2.74,8.75,1.83,9.52,42.57
5.35,4.69,7.38,5.13,49.09
7.29,6.97,5.61,6.97,70.73
0.59,6.13,4.36,1.25,44.41
3.53,8.7,9.1,6.37,57.22
8.63,0.06,5.21,9.99,25.44
5.52,7.46,6.34,4.42,73.17
8.61,8.69,6.47,8.52,84.26
9.62,6.37,6.8,9.87,72.47
9.94,9.04,4.98,5.24,111.25
1.89,0.13,1.54,1.24,17.28
8.62,3.27,0.01,9.01,45.75
8.12,0.88,2.25,1.23,60.66
0.22,0.47,9.27,7.67,-20.9
4.23,9.88,0.12,1.0,91.14
4.72,4.72,3.16,0.89,60.05
4.72,7.55,5.92,2.12,73.28
4.76,1.38,6.2,3.06,34.58
0.53,0.52,1.72,4.21,-2.78
0.31,1.06,1.89,5.34,-8.8
8.48,2.97,9.6,1.72,77.24
9.43,3.47,7.25,6.47,67.81
4.53,3.62,8.78,5.43,31.5
1.95,1.72,4.63,1.55,23.03
7.33,5.0,1.14,3.08,72.81
9.52,1.86,5.48,3.06,74.12
2.81,7.05,0.7,5.09,45.72
7.69,4.1,3.37,4.19,66.31
1.55,0.98,6.46,2.72,5.17
4.57,7.25,6.7,8.09,51.77
3.11,3.17,1.84,6.38,15.18
5.3,7.34,6.32,5.14,69.65
6.27,4.09,1.08,4.89,51.53
5.2,4.13,6.71,3.25,52.9
4.39,3.63,7.88,5.54,34.81
0.78,5.3,1.12,5.6,14.47
3.54,3.74,3.29,5.47,32.87
7.77,8.84,3.18,0.86,105.96
9.39,5.82,4.18,1.76,97.42
9.5,4.54,6.19,8.13,62.28
2.18,7.95,1.88,4.49,46.6
7.45,1.47,9.05,7.22,41.01
8.03,2.92,4.82,5.94,56.89
1.02,9.69,8.78,2.63,65.81
2.58,5.2,4.41,9.87,8.25
8.38,6.86,9.84,1.18,99.02
6.96,4.55,1.34,1.62,70.98
3.48,5.66,0.79,7.41,37.18
6.28,4.86,3.61,4.21,64.19
5.9,4.29,0.09,3.89,56.56
1.97,8.79,4.43,4.97,46.8
5.84,2.09,0.65,0.03,55.29
3.66,1.86,5.68,9.29,3.91
2.73,7.94,9.18,8.87,38.16
5.22,4.99,5.31,5.83,47.35
7.17,1.95,3.04,6.1,40.74
1.14,8.76,9.55,2.99,58.35
0.96,7.7,2.42,0.16,60.95
3.86,1.99,4.28,3.75,22.53
5.1,3.65,5.1,9.97,24.66
1.79,9.0,6.94,6.5,43.61
1.88,9.39,4.26,3.94,58.81
0.42,1.82,8.82,2.78,10.05
9.73,8.61,1.04,9.55,87.73
5.07,0.12,1.35,1.66,35.37
0.3,5.04,4.5,1.11,30.43
4.37,5.96,9.51,7.57,46.54
0.39,5.6,6.8,1.98,30.57
5.46,4.42,6.29,7.33,41.06
1.11,2.81,2.92,8.28,-3.32
0.8,3.62,5.28,3.34,20.18
0.43,5.35,1.89,7.31,9.71
6.69,3.61,4.82,0.58,73.53
3.73,3.9,4.38,6.23,27.12
3.05,6.03,1.35,3.93,48.89
4.71,4.57,1.0,6.05,42.36
5.2,7.69,3.33,2.33,78.11
5.18,7.81,1.15,7.77,58.03
7.58,9.94,5.4,1.73,107.95
5.29,5.97,3.51,7.3,51.12
1.21,0.7,6.96,8.48,-15.24
8.35,7.26,8.63,8.01,74.1
1.35,5.86,7.5,6.24,27.67
5.96,8.47,3.97,3.08,87.72
2.51,7.0,0.7,1.41,50.91
8.33,3.22,3.85,5.37,62.69
3.09,8.09,2.91,6.51,52.29
8.49,5.5,2.26,7.5,70.45
4.0,6.63,2.6,1.44,69.54
3.53,9.71,5.33,3.53,81.46
7.35,1.64,6.14,4.28,52.28
6.91,0.74,3.55,5.01,35.52
1.0,1.76,7.64,6.26,-1.57
6.13,2.9,2.21,5.74,42.53
3.8,5.06,7.73,9.76,19.5
7.68,9.82,0.7,6.42,88.03
9.67,3.98,4.08,0.63,94.49
2.12,9.95,7.09,7.14,55.22
8.16,1.8,5.11,3.4,55.96
4.85,0.91,1.04,1.71,33.77
5.13,2.98,7.36,1.88,48.87
8.48,5.4,2.08,8.02,61.98
2.77,5.92,7.06,1.52,57.0
7.12,1.04,1.58,6.41,35.59
0.32,5.42,2.93,4.22,25.17
5.05,4.02,0.18,6.24,39.52
9.67,3.54,5.16,2.56,78.47
3.12,2.05,7.81,6.82,13.22
1.82,4.14,8.46,1.15,38.0
8.44,0.65,6.81,5.07,47.95
4.62,9.69,1.3,6.04,73.72
6.41,1.63,3.22,5.46,44.51
6.39,4.01,2.58,7.05,43.86
5.85,2.41,4.45,8.33,31.44
2.44,4.0,9.04,9.19,6.55
4.74,5.95,5.73,9.06,35.94
4.12,8.73,1.49,7.57,54.56
7.96,4.07,4.46,3.74,73.57
3.52,8.69,2.1,8.62,47.31
9.83,1.49,7.08,5.93,62.0
8.38,3.01,2.84,3.25,64.61
5.77,8.06,5.89,7.92,64.43
8.33,8.51,1.26,1.66,108.37
2.43,7.68,8.01,5.84,48.66
9.48,0.95,6.41,4.43,58.26
6.38,0.46,4.8,7.5,24.81
2.77,8.9,3.8,7.76,43.82
2.4,2.95,4.45,1.81,32.13
9.76,7.42,1.57,1.58,112.72
4.02,6.27,6.83,6.76,39.38
9.42,3.32,6.97,6.17,68.85
0.66,1.77,6.27,9.48,-17.36
7.91,1.28,5.73,3.35,60.66
1.09,6.15,6.22,9.82,11.8
6.82,7.26,4.61,5.06,76.66
7.96,9.6,3.12,2.65,108.06
9.01,0.56,3.86,8.88,31.1
5.56,9.48,3.69,3.37,90.3
5.31,7.95,3.73,2.2,75.87
6.54,3.06,0.48,5.96,45.66
7.89,8.24,5.66,7.44,81.09
9.66,8.9,1.18,0.98,119.79
7.69,5.4,8.29,2.3,77.77
5.98,7.75,5.82,9.17,55.98
1.83,9.33,4.61,2.19,63.76
7.65,4.79,0.03,0.01,82.07
4.64,9.5,1.95,5.81,69.06
8.96,7.52,7.29,6.26,89.76
3.47,9.5,3.65,2.72,75.85
3.04,8.57,7.5,4.29,58.81
4.05,1.12,5.66,9.51,1.28
7.16,1.73,2.55,8.38,27.81
3.6,6.52,3.19,3.72,45.61
3.09,1.18,4.93,2.73,19.31
3.89,8.97,4.25,4.01,73.23
8.49,4.12,9.3,8.5,55.21
4.25,3.43,1.56,4.8,32.72
7.96,8.45,1.51,3.62,98.8
4.79,7.54,8.43,8.85,48.59
3.86,1.2,1.21,8.02,10.15
3.27,3.3,6.88,9.45,13.79
6.22,4.47,5.85,3.15,63.14
0.38,0.64,4.67,7.41,-14.45
6.02,9.71,2.14,8.14,72.45
6.71,5.49,5.71,3.32,70.67
7.56,7.08,3.31,8.79,61.4
6.52,4.16,9.1,9.49,45.08
6.32,8.37,6.29,5.0,77.42
6.99,9.88,9.65,0.57,114.02
2.7,8.0,4.56,6.73,49.67
9.22,9.23,5.98,2.16,117.32
8.54,7.23,6.69,8.56,75.54
9.75,0.74,1.35,0.47,78.28
5.59,5.85,5.58,2.19,74.32
8.76,1.16,9.94,7.74,43.44
2.49,9.3,3.52,2.69,64.67
5.79,7.43,5.08,1.13,84.68
2.74,2.35,6.99,8.27,5.15
1.01,9.39,6.62,1.73,58.71
9.17,9.8,0.7,5.7,104.88
9.03,1.9,9.39,1.34,77.71
1.46,7.01,4.03,2.91,47.38
5.17,7.14,9.41,6.79,61.1
2.77,2.21,1.54,8.03,2.55
2.59,8.0,2.4,7.62,44.46
3.19,2.41,2.44,7.5,5.93
0.5,6.01,2.66,2.09,35.58
3.18,1.66,0.16,1.3,35.98
9.9,5.16,6.18,1.62,97.95
4.76,1.03,8.0,5.87,24.09
3.13,1.66,6.63,1.74,32.51
3.76,1.5,7.58,7.47,7.07
6.68,7.45,9.32,4.07,79.72
0.2,7.96,4.71,4.15,37.64
3.1,7.53,9.67,7.46,50.45
9.02,7.71,3.65,6.87,82.26
3.23,5.52,3.46,8.13,26.98
3.39,9.09,2.74,8.66,46.6
7.35,2.98,1.12,8.89,38.28
4.3,5.96,2.23,4.98,55.42
3.83,0.01,1.88,9.74,-7.96
4.27,9.01,9.91,8.77,54.61
9.5,0.18,5.93,8.38,37.57
6.06,8.17,2.0,7.3,69.03
1.11,2.83,9.97,9.58,-8.72
9.95,8.69,7.58,6.12,107.07
7.26,3.18,9.13,5.93,50.67
3.43,5.98,9.06,6.86,35.8
5.22,3.85,6.05,7.15,40.27
0.06,1.5,6.02,3.59,-1.98
4.85,1.67,1.1,4.06,33.26
2.54,5.44,8.01,3.36,43.98
8.5,1.53,0.31,1.48,68.03
4.3,8.73,9.16,2.46,82.52
8.09,9.01,8.53,0.15,114.72
9.43,9.18,9.24,4.2,108.34
9.69,2.45,3.26,5.8,63.06
9.15,6.17,7.02,4.05,93.9
8.86,1.9,2.0,5.47,55.77
0.21,1.66,2.75,2.97,3.45
4.41,0.19,9.71,9.54,2.63
6.75,3.01,6.6,4.05,53.32
6.22,0.08,6.88,1.1,43.47
5.69,5.86,1.15,2.39,68.75
4.77,2.24,4.42,1.03,43.92
0.53,6.28,6.84,9.0,13.07
8.79,4.91,3.23,1.34,92.05
7.02,9.21,2.15,8.92,73.56
7.91,1.09,0.72,1.15,60.44
7.27,5.05,7.24,0.07,80.4
7.68,8.25,5.76,8.21,76.26
8.98,2.83,8.55,9.11,46.66
0.03,6.67,8.83,6.04,16.98
7.51,5.72,9.33,1.95,80.4
9.34,3.68,9.76,4.45,73.95
6.45,5.18,1.49,3.36,62.65
6.81,9.94,7.73,8.76,78.88
1.49,1.06,4.24,2.8,12.12
2.66,9.98,8.44,4.31,66.53
0.51,7.75,0.03,4.64,38.25
5.49,0.62,1.68,2.03,32.78
2.16,4.08,9.33,3.56,32.44
1.13,3.32,8.91,3.03,24.94
4.93,5.45,7.85,0.54,69.43
4.18,3.61,7.06,9.08,22.54
5.8,8.1,4.46,4.79,78.12
4.69,3.95,6.99,0.19,64.99
5.85,1.41,3.77,5.09,27.62
2.2,8.82,6.09,3.22,63.58
5.84,8.56,9.16,5.66,75.25
5.78,5.53,7.25,8.46,46.83
2.71,3.5,3.98,1.83,36.3
5.44,3.72,3.65,3.82,44.97
0.58,5.06,8.73,3.3,27.41
6.9,1.74,9.37,2.85,49.2
5.4,4.84,3.98,6.28,44.24
0.1,8.54,1.21,4.88,32.96
2.96,0.44,6.2,3.1,15.59
1.49,2.61,6.31,4.91,5.08
1.86,4.85,2.86,5.97,23.35
4.43,9.32,8.4,4.97,69.14
7.76,9.55,1.22,8.39,74.74
9.64,0.82,9.63,3.48,59.98
7.43,8.89,0.69,5.46,84.48
7.71,2.89,7.92,4.6,63.69
6.18,3.58,6.07,5.48,42.85
7.17,1.35,6.29,9.43,24.83
0.52,1.81,0.98,2.68,7.62
1.8,9.93,5.03,3.33,62.15
6.43,1.13,6.25,3.64,43.94
4.64,5.92,6.89,1.23,67.66
0.52,9.09,0.28,3.96,40.48
9.66,7.85,8.63,1.19,115.83
8.87,8.61,5.6,6.52,97.26
4.43,6.45,3.0,3.08,62.54
7.49,7.07,4.89,6.45,76.2
6.93,2.91,2.3,9.44,33.98
5.57,3.42,2.37,0.03,66.12
5.53,6.71,5.42,1.11,79.0
3.51,0.33,5.31,9.65,-1.44
6.37,1.38,4.3,1.97,50.15
4.96,9.89,5.27,8.46,69.81
9.8,3.85,2.03,8.34,64.27
9.93,4.25,4.67,8.1,69.57
3.86,3.83,4.09,2.72,41.59
8.58,4.29,2.03,3.01,74.77
6.74,1.9,5.09,3.57,48.9
8.09,2.17,7.26,9.59,35.3
4.45,0.82,2.01,8.96,4.27
5.97,7.2,8.04,9.46,54.87
7.82,1.67,8.95,5.59,48.68
9.93,6.05,9.5,1.9,100.84
4.2,1.66,2.11,0.98,33.75
7.32,2.96,6.66,7.5,45.43
2.74,9.94,6.83,8.43,52.66
1.33,8.25,4.28,9.98,19.92
3.16,0.36,4.49,3.4,17.36
8.42,5.11,1.97,6.36,71.32
6.47,3.96,4.02,1.21,67.44
9.99,8.1,2.92,6.33,100.01
1.85,3.74,8.43,4.76,28.5
9.46,1.71,5.75,7.24,55.89
2.23,4.87,9.06,9.28,16.58
8.45,1.4,2.73,2.61,62.87
4.3,6.68,6.18,4.08,56.31
3.89,8.83,3.7,3.46,74.28
0.52,8.47,4.64,1.02,53.55
6.97,8.42,1.64,5.7,77.65
6.03,6.48,0.29,5.3,64.81
3.53,4.13,6.67,6.31,32.18
7.32,7.37,2.35,7.67,69.36
6.69,3.84,7.94,5.35,49.79
3.31,5.88,3.44,3.94,48.84
8.44,7.62,9.46,5.08,90.1
6.85,1.2,3.84,8.42,23.71
4.41,1.4,5.93,7.72,16.18
4.33,2.86,3.75,4.04,36.85
7.95,9.77,5.93,3.5,108.84
6.44,4.75,0.12,1.69,69.51
9.64,8.41,0.79,9.49,84.65
1.36,4.21,6.19,6.8,14.48
7.82,6.64,2.97,9.7,62.48
7.99,4.83,5.68,1.15,83.74
9.12,2.73,5.85,0.75,85.56
6.19,3.01,6.13,7.43,35.45
6.75,2.15,6.06,7.59,33.26
7.37,6.68,6.68,8.35,61.39
9.85,5.57,2.41,6.79,83.89
6.86,0.85,4.11,1.15,54.56
2.88,8.83,5.65,4.62,62.87
9.81,4.72,9.94,6.07,79.03
9.65,2.73,0.97,3.91,72.23
2.59,1.67,7.77,2.32,19.95
1.63,5.49,0.16,7.61,21.04
0.12,6.86,6.54,7.44,17.64
8.98,3.58,7.96,2.3,82.51
2.43,1.79,6.81,3.11,24.58
2.22,3.06,1.25,0.21,43.15
2.26,4.16,5.17,0.38,46.95
8.12,8.55,2.95,0.8,107.8
6.99,4.08,5.2,6.39,54.65
6.59,7.15,2.72,2.55,82.47
8.64,3.46,5.4,0.93,77.78
9.85,1.52,9.73,0.32,85.24
9.82,1.14,0.74,6.94,45.39
3.92,6.02,8.3,0.99,63.08
1.72,6.51,2.62,8.17,20.81
8.81,7.15,1.96,1.19,101.73
7.72,1.97,5.97,0.76,69.03
7.35,9.34,1.84,8.99,74.37
9.46,8.69,0.72,4.0,103.94
1.98,3.87,2.14,6.01,16.9
5.29,6.0,1.47,6.34,46.92
8.49,6.46,2.61,3.02,87.83
0.31,5.15,7.57,5.23,14.63
3.62,3.01,4.76,5.6,29.25
9.7,1.34,0.04,0.85,78.63
4.34,9.37,7.34,9.04,55.29
9.6,7.14,2.07,3.97,96.35
2.45,6.77,2.71,4.02,47.83
7.61,0.13,5.55,8.83,28.78
3.52,9.39,0.74,9.31,52.14
0.39,0.94,0.4,6.67,-10.35
6.87,0.66,1.42,4.92,34.21
2.37,5.32,8.76,1.7,46.03
5.8,9.24,5.13,0.77,95.47
1.17,9.97,5.72,9.54,32.03
3.43,1.97,9.03,5.37,17.31
4.99,2.2,1.01,5.62,29.02
5.81,1.32,4.59,0.87,49.34
1.85,4.36,8.91,9.84,5.88
2.33,0.7,7.47,0.18,15.78
1.87,9.69,9.14,1.15,77.35
3.16,1.5,7.06,8.42,8.5
8.67,9.99,5.45,8.43,93.43
7.47,1.5,5.59,7.82,35.45
7.32,1.85,2.11,1.77,62.07
3.21,9.27,5.62,2.53,76.32
5.36,6.98,4.76,7.95,50.65
5.79,2.78,5.67,6.66,36.66
1.68,5.89,3.23,4.02,35.94
0.93,0.01,3.56,7.79,-22.03
6.03,4.48,4.48,2.2,64.25
9.56,7.74,6.22,9.31,84.2
2.22,7.71,1.4,6.17,36.13
5.56,7.12,8.38,8.45,58.76
0.63,1.62,5.73,9.62,-21.38
1.02,4.41,4.21,4.8,20.8
5.34,7.7,1.34,7.32,59.85
6.67,9.63,6.91,0.05,111.76
5.99,3.17,0.75,5.52,38.31
7.06,2.85,1.39,4.0,56.55
6.17,5.42,5.03,6.71,51.89
7.68,2.69,0.41,1.38,72.51
0.07,7.52,8.07,2.31,39.64
1.75,4.37,8.4,0.11,45.06
7.82,8.11,4.14,4.37,94.93
9.14,8.46,0.32,6.37,96.14
7.1,9.07,1.63,7.01,80.05
3.16,9.95,5.22,6.55,62.47
4.09,7.04,0.36,1.48,71.4
5.03,2.05,9.93,2.5,43.96
8.5,2.3,2.1,4.09,63.03
7.2,9.9,1.79,2.32,107.76
2.08,4.69,7.65,0.59,46.8
6.03,5.92,2.77,6.98,56.61
9.96,6.08,6.29,2.79,100.17
3.86,9.91,7.34,7.28,63.67
7.2,7.32,1.22,9.58,52.02
3.95,1.75,8.93,7.54,16.29
2.3,8.4,9.66,8.35,38.77
