X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,y
8.02,2.12,5.67,9.26,5.52,1.33,8.15,8.83,6.08,2.78,5.56,0.21,9.97,0.35,2.09,5.19,7.45,7.45,6.81,2.42,-14.32
9.35,5.12,5.24,8.23,6.55,1.31,9.69,0.65,9.84,4.12,4.72,5.23,6.0,1.14,3.09,7.46,7.73,5.04,4.04,8.21,-15.86
5.28,9.18,9.47,3.17,7.21,1.41,1.8,3.06,3.59,0.02,3.28,2.7,4.91,8.63,6.58,5.01,9.06,8.92,7.04,7.06,36.57
4.06,1.89,0.58,8.0,6.84,8.86,3.3,3.84,7.21,5.12,0.56,2.58,9.3,4.52,2.07,8.68,9.66,6.02,6.46,0.0,-40.71
5.19,1.35,2.42,4.72,5.43,5.62,4.56,4.71,7.97,1.76,5.8,9.8,6.28,1.49,9.92,3.03,8.32,2.74,0.96,7.66,6.37
1.73,0.78,4.88,5.57,4.16,0.69,4.15,3.48,4.2,3.49,2.69,4.87,5.79,0.25,3.17,1.2,3.13,0.07,9.54,8.88,-1.62
2.8,2.01,2.44,7.67,1.57,0.64,7.07,4.74,2.25,7.84,2.27,3.02,9.25,2.15,9.04,0.51,6.69,1.25,5.64,8.35,-34.1
1.3,1.97,8.35,1.1,2.63,2.05,1.04,5.25,0.08,7.08,8.66,3.0,9.47,9.76,3.28,3.82,1.21,0.12,1.52,4.29,-16.58
1.33,0.91,0.92,6.56,6.71,2.0,2.66,8.02,0.89,2.56,7.25,1.25,8.1,2.03,8.28,9.25,7.87,7.28,1.61,0.27,-32.67
5.62,2.65,3.63,5.11,3.11,3.2,5.4,7.44,4.08,4.9,7.23,4.52,7.11,6.75,4.93,6.52,5.56,2.5,4.46,7.58,-29.12
7.62,8.29,3.37,8.17,5.5,8.11,4.78,5.33,6.61,1.08,8.5,0.75,3.85,4.88,8.66,2.95,1.96,2.6,0.86,8.93,-60.41
7.49,3.61,6.06,5.34,5.28,8.34,5.53,3.55,4.95,3.63,5.66,2.35,9.23,0.98,1.97,7.88,0.2,2.5,5.96,5.67,-23.01
3.12,4.86,0.53,0.52,1.1,9.28,3.51,5.66,1.02,1.63,2.6,6.41,9.62,8.16,2.08,9.83,2.6,1.82,2.3,5.65,-11.39
8.73,5.95,0.21,5.69,1.04,0.81,3.34,9.3,5.58,9.45,3.25,2.27,8.41,3.33,8.19,3.31,1.36,4.72,3.4,1.64,-28.76
3.68,1.17,9.8,4.79,3.81,8.15,4.53,8.32,3.66,4.94,4.18,3.83,0.12,3.79,5.36,5.84,9.93,6.6,0.72,5.93,-26.68
9.4,2.55,1.04,0.72,4.15,9.93,5.83,7.61,9.33,5.98,3.68,6.37,1.95,8.22,4.32,4.13,1.6,4.95,8.1,0.88,-39.11
4.31,1.73,8.26,4.69,9.22,7.1,8.11,9.38,9.11,3.79,5.0,8.1,4.96,2.76,4.49,5.96,7.99,10.0,8.35,9.65,-13.28
5.21,1.89,7.96,9.47,4.82,3.93,1.58,2.55,0.01,7.39,7.5,9.4,9.23,4.41,9.07,8.86,0.7,0.85,8.15,0.19,18.23
4.23,2.18,9.71,9.42,0.44,3.98,4.44,2.06,8.63,8.05,2.76,3.12,6.04,1.55,2.47,1.45,3.59,0.83,0.89,4.16,-4.75
0.16,2.18,2.17,2.73,7.43,5.53,7.74,5.99,5.06,5.3,1.36,1.8,1.82,8.51,9.78,0.29,1.68,7.95,6.35,0.12,-68.73
9.85,4.32,7.15,6.06,8.79,2.04,1.73,2.36,5.05,2.59,1.47,8.9,3.9,8.66,2.64,2.82,0.37,8.73,7.0,7.2,-18.26
6.48,1.09,3.11,3.03,7.92,5.67,8.56,6.59,5.09,1.08,9.8,6.04,8.22,9.16,5.25,5.74,0.8,8.3,8.15,9.31,-54.9
9.66,9.45,0.51,8.51,1.87,1.06,1.41,6.32,5.27,6.05,9.32,8.77,5.8,8.9,8.57,3.31,6.75,1.81,8.58,4.76,9.3
3.38,9.59,6.54,2.03,3.76,3.53,7.95,8.27,9.65,8.88,4.42,4.51,7.31,1.76,0.89,5.62,2.34,8.48,0.48,1.38,5.57
6.28,0.38,5.58,7.47,9.88,3.62,0.48,0.92,6.7,7.84,0.28,7.55,4.5,3.8,6.94,4.63,1.03,9.11,3.88,4.53,-43.58
6.59,2.95,9.1,2.66,1.42,6.97,7.52,2.01,9.51,5.77,0.4,8.16,6.27,4.74,4.42,0.04,3.29,7.55,5.39,2.34,27.06
7.02,7.91,7.75,0.1,2.86,2.6,3.36,5.76,1.37,2.55,5.26,9.38,6.16,3.77,0.39,2.7,1.48,4.63,9.38,8.59,54.43
4.68,1.4,7.64,2.69,7.17,8.92,8.4,5.19,3.9,6.58,6.84,2.66,0.36,7.29,9.58,2.9,5.6,5.43,0.86,0.19,-59.56
4.54,4.0,2.37,6.5,8.52,4.41,1.73,2.01,2.08,0.96,7.86,9.69,0.74,3.19,3.77,1.72,4.72,7.63,9.3,6.73,-17.44
2.6,10.0,8.86,9.66,1.75,2.12,9.63,0.67,5.91,9.21,0.97,9.24,4.79,2.39,7.61,3.9,9.86,5.84,0.86,7.34,12.46
9.18,2.31,3.88,8.02,6.83,1.69,5.53,8.87,4.33,9.58,8.78,5.94,0.04,0.72,4.27,8.04,8.18,9.36,5.75,3.92,-54.71
8.95,3.32,1.5,0.1,0.32,2.42,9.18,1.85,6.4,5.98,5.32,6.78,7.98,9.4,6.69,6.56,4.18,5.01,1.19,0.54,-11.17
1.94,5.23,9.35,3.44,9.45,1.36,7.35,3.09,2.05,5.46,1.9,1.76,9.42,2.44,6.45,6.93,0.79,6.93,5.3,9.45,-18.73
7.3,7.41,5.55,0.24,1.72,3.76,2.58,7.29,3.36,7.95,5.3,4.69,4.17,8.09,4.6,7.73,3.25,0.49,0.58,8.86,-11.63
5.72,2.13,6.8,3.67,1.18,1.25,9.13,0.61,3.49,6.11,9.62,4.66,6.48,0.97,4.87,8.15,7.96,6.33,2.21,1.26,10.05
4.95,7.15,5.34,7.36,5.53,8.17,9.2,1.24,8.07,8.92,6.92,9.57,9.38,1.57,5.63,6.44,1.86,2.39,2.55,7.78,-20.81
7.91,5.35,9.22,4.53,8.8,3.24,3.63,1.79,6.35,1.2,8.73,0.93,9.28,4.27,6.04,8.3,7.59,0.25,8.31,9.13,10.18
1.49,5.06,7.54,2.38,1.48,0.84,8.56,1.48,2.09,5.58,5.12,0.76,1.99,2.23,7.47,7.49,6.42,3.96,2.54,3.24,4.52
2.26,1.93,5.07,0.8,6.61,6.48,6.16,5.07,1.16,4.72,1.44,7.85,7.13,3.72,7.09,6.16,8.01,9.04,5.6,8.81,-16.49
0.81,6.2,4.2,5.01,4.8,7.5,9.2,5.05,4.1,9.22,4.88,5.86,0.75,4.86,8.95,8.05,6.81,3.92,7.13,9.85,-52.09
2.7,8.29,8.41,1.33,7.42,8.68,5.33,1.29,8.76,9.08,7.88,5.78,8.55,9.15,7.37,4.89,0.63,4.46,7.34,8.26,-15.31
6.99,6.64,0.38,5.21,6.69,9.86,8.56,9.21,6.39,3.99,7.24,9.18,7.93,6.0,1.55,6.44,2.33,2.96,6.82,9.86,-50.4
3.9,1.11,8.86,6.86,7.36,4.22,8.14,3.63,2.38,8.06,8.41,3.19,4.15,5.69,2.07,1.11,6.06,7.45,7.57,9.58,-81.1
1.12,0.06,4.39,6.39,4.4,6.15,8.97,2.66,5.57,6.78,1.49,6.66,2.57,2.75,6.77,9.95,0.06,2.83,6.05,8.62,-49.52
7.99,7.11,9.6,6.22,6.88,0.13,7.82,7.8,4.79,5.41,1.33,3.29,2.29,8.33,8.5,9.44,8.97,2.67,2.82,4.14,5.86
4.48,0.22,2.65,5.19,7.37,6.35,8.06,7.49,5.34,9.14,5.88,8.79,3.76,9.58,9.59,4.05,7.19,5.52,1.78,5.38,-76.73
6.08,7.8,8.16,4.88,3.88,8.62,3.13,9.8,3.04,2.95,2.35,7.13,4.67,9.06,3.07,8.04,2.71,1.77,8.16,1.87,27.79
2.57,3.8,3.2,7.9,9.0,1.0,0.01,0.75,0.89,8.36,7.72,6.03,2.99,6.69,0.94,2.32,5.17,9.11,5.88,3.82,-65.81
5.47,2.34,4.0,3.36,8.08,3.95,7.41,2.65,2.99,0.7,8.59,1.72,2.27,2.0,7.34,6.96,2.17,7.95,3.88,6.67,-47.7
6.51,8.01,5.56,6.5,2.43,8.37,3.22,5.58,9.66,6.09,0.89,1.48,4.97,7.07,1.37,9.19,3.34,1.06,8.59,2.89,-10.59
2.38,8.03,3.14,2.66,1.13,6.68,3.45,7.36,9.71,4.59,0.59,6.91,1.13,9.71,4.42,7.13,7.48,8.05,4.4,6.51,-5.22
2.07,1.4,1.63,2.28,4.28,1.01,5.12,1.82,2.04,0.57,6.46,2.24,1.39,4.94,8.57,0.84,9.54,4.22,0.85,3.09,-23.95
0.93,7.66,3.51,1.85,2.4,2.62,9.43,5.46,4.76,5.4,6.47,9.2,2.08,5.92,1.48,1.22,8.52,8.3,2.0,5.23,-7.01
5.64,0.22,8.18,4.38,5.29,5.04,1.69,6.22,3.9,1.49,8.11,0.85,6.78,8.2,9.27,7.43,3.98,2.43,2.52,1.52,-7.71
0.37,6.92,6.46,5.22,5.76,9.25,2.28,7.03,9.95,1.55,4.8,0.86,9.53,0.74,6.83,7.62,2.56,0.3,2.01,4.66,24.87
0.62,7.55,4.6,8.46,7.85,4.31,6.9,7.29,9.29,3.96,7.15,7.82,0.35,2.8,5.96,0.85,3.5,3.59,2.17,3.73,-7.67
5.34,4.33,2.38,0.64,2.29,7.65,1.03,1.45,6.55,4.37,0.13,4.92,7.2,0.14,9.65,1.31,3.91,7.69,9.32,8.65,9.73
9.39,0.75,1.96,9.7,4.7,6.91,7.75,0.44,0.92,7.13,2.08,5.47,7.04,0.43,2.95,0.29,2.35,7.14,6.04,5.82,-84.29
0.54,9.27,8.53,9.7,5.54,8.48,5.34,9.52,9.3,7.51,7.95,7.11,9.07,8.11,4.44,4.98,6.24,3.35,9.85,4.83,8.04
3.18,1.08,4.17,6.02,6.02,4.13,7.93,0.3,9.59,3.29,2.57,1.56,4.7,1.76,4.08,6.69,9.74,0.64,6.2,1.5,-9.21
1.05,1.01,1.6,9.05,0.35,4.65,3.38,4.61,0.14,0.52,5.28,0.69,7.17,7.12,6.27,6.2,0.98,9.33,9.63,2.98,-47.34
4.47,3.8,5.95,8.07,3.44,2.74,1.95,9.93,2.23,9.59,6.95,5.63,5.97,2.94,3.98,4.39,9.19,6.21,1.56,6.11,-27.44
8.79,5.6,6.07,6.61,6.53,4.5,2.76,3.46,1.41,0.13,0.18,2.46,0.7,5.13,7.53,5.86,1.83,0.34,1.48,7.09,-24.1
5.27,7.49,3.12,7.28,7.43,8.35,5.96,8.39,3.02,4.89,3.19,4.7,2.25,2.02,3.27,6.66,6.22,2.15,0.68,0.14,-32.78
7.39,6.06,7.12,9.07,1.27,2.7,4.51,0.54,8.63,9.15,1.81,2.11,0.73,9.01,2.68,6.37,5.8,9.04,5.15,4.88,-47.59
3.65,5.26,9.41,3.16,3.86,3.07,6.08,7.83,9.16,7.09,6.32,8.28,0.64,1.08,1.85,1.07,0.41,7.06,6.23,4.07,20.91
1.92,7.98,2.41,9.96,6.26,1.91,4.57,4.65,3.64,1.96,4.76,8.64,8.65,5.31,3.6,9.06,0.25,8.64,7.13,4.46,-2.95
0.42,5.04,5.36,0.92,8.6,0.8,2.03,8.93,7.13,5.57,4.04,3.47,3.13,4.22,4.34,2.79,9.91,1.97,1.68,1.33,13.06
6.64,9.54,1.65,3.08,2.33,4.37,5.21,9.22,2.48,6.14,3.79,2.24,6.4,2.98,9.99,7.43,0.05,5.49,4.02,7.44,-22.33
2.69,3.19,1.8,2.39,2.95,6.72,7.97,9.81,5.47,8.18,9.95,9.78,5.91,5.98,7.71,6.22,0.7,1.35,5.82,2.93,-17.66
2.57,6.86,0.79,8.48,9.27,8.93,4.55,4.72,9.26,4.42,5.94,4.09,6.96,9.02,5.48,4.67,2.18,7.95,4.62,0.9,-66.1
6.39,5.33,0.41,3.06,5.51,7.03,1.44,9.04,6.15,6.5,2.88,0.89,9.49,1.38,4.48,2.56,0.31,3.42,8.86,9.79,-45.84
7.95,2.32,6.72,3.78,1.48,3.32,8.02,9.85,5.58,2.39,2.51,7.03,9.83,4.19,5.68,9.62,8.1,4.62,9.02,9.49,28.28
9.1,0.15,3.9,2.93,8.37,0.07,4.74,0.96,5.95,3.32,9.5,8.68,6.19,8.29,2.74,3.74,10.0,10.0,2.22,9.6,-46.59
7.57,1.8,2.15,6.76,8.08,2.25,2.2,8.42,0.56,8.71,7.39,2.16,0.66,3.11,0.52,8.6,1.57,8.87,1.85,8.87,-117.33
2.71,7.84,6.45,1.8,8.64,3.95,7.75,4.88,6.73,5.35,0.45,2.35,8.32,6.74,8.98,8.71,2.14,7.83,9.76,0.75,8.13
7.44,1.91,1.5,8.97,5.19,9.17,6.14,2.42,0.76,9.74,8.18,0.75,1.14,0.15,5.19,8.01,2.69,2.3,1.31,9.34,-140.59
4.56,2.09,3.54,9.42,2.77,7.35,9.12,5.27,9.97,6.33,2.21,2.02,1.67,6.52,4.41,5.85,6.26,2.15,3.92,4.19,-69.71
5.12,7.18,4.26,3.96,3.05,3.04,0.2,2.48,8.99,1.14,4.43,4.92,4.05,0.37,4.14,3.97,1.59,3.15,3.2,8.8,27.81
3.94,9.32,6.55,4.49,1.37,5.22,6.53,5.97,0.06,5.32,4.35,1.67,1.52,1.46,8.33,1.29,6.76,0.38,5.92,7.78,2.39
8.92,8.79,8.89,9.26,3.59,4.39,0.6,9.31,6.03,4.71,3.12,8.03,6.26,2.08,7.4,4.48,9.41,5.64,1.76,0.03,59.98
9.48,3.33,4.98,5.8,9.06,6.75,2.85,6.05,4.31,2.22,4.73,0.06,7.61,2.59,0.28,1.58,8.84,8.57,1.87,2.9,-50.13
4.08,5.55,1.67,1.22,4.55,1.8,3.84,0.87,7.11,4.12,8.21,3.65,9.26,9.0,2.83,3.86,4.93,4.29,5.83,7.74,-24.56
1.06,3.68,5.03,3.37,7.91,5.14,8.53,1.61,1.52,5.59,5.1,8.5,7.49,8.74,9.33,3.23,3.35,0.44,7.53,0.59,-3.9
4.9,8.01,1.83,9.23,1.09,1.39,6.45,8.27,4.48,6.88,9.0,2.11,7.98,3.93,5.73,4.09,1.25,0.71,1.48,4.57,-31.41
4.51,6.68,4.68,3.22,7.78,0.45,1.6,3.66,5.89,5.34,7.08,4.11,3.75,5.65,6.19,0.91,2.28,6.42,0.55,4.46,-21.69
1.18,4.93,2.08,3.69,6.5,0.81,3.05,5.67,8.15,4.81,8.26,1.19,0.21,6.23,0.81,4.4,7.58,0.46,2.21,9.51,-54.59
5.93,6.04,0.33,5.57,3.68,5.21,0.46,9.58,3.55,4.53,0.17,8.85,8.45,8.06,6.8,6.93,5.96,5.24,7.49,7.36,-9.01
5.86,8.61,1.12,4.8,6.4,1.01,5.2,6.01,9.51,6.03,4.64,6.55,0.08,3.79,2.44,9.05,9.39,8.36,2.09,2.97,-9.29
3.43,5.93,8.2,8.52,1.2,9.86,5.84,2.96,8.7,4.73,3.99,0.4,6.79,1.13,6.29,2.15,6.5,8.58,6.51,2.63,1.77
8.18,4.81,1.22,4.96,0.56,7.49,1.91,2.32,0.92,3.51,8.81,1.3,6.98,9.08,7.76,7.16,5.04,8.83,5.69,1.67,-40.91
9.58,2.8,3.87,7.16,0.93,6.11,0.21,3.17,4.83,4.59,2.4,8.04,6.89,6.17,8.48,3.94,1.36,2.4,6.57,4.59,-1.41
3.51,1.47,5.56,0.33,2.54,0.38,2.33,2.35,4.51,7.18,0.33,5.47,9.02,2.74,2.15,3.16,0.13,4.66,9.85,7.48,11.81
5.49,1.82,8.48,1.4,8.4,6.48,9.41,7.43,2.44,3.34,0.85,3.31,6.65,8.15,9.52,4.82,5.93,7.11,5.23,5.43,-31.01
0.13,4.99,0.86,8.21,8.8,5.36,6.1,5.64,7.65,5.17,5.72,6.45,2.61,9.0,6.81,8.54,3.38,1.68,0.57,3.97,-64.93
5.46,3.12,5.94,7.9,5.21,9.61,2.67,3.36,7.85,1.21,6.5,1.64,3.8,2.6,7.65,3.35,4.81,2.66,7.85,0.41,-3.2
0.82,3.72,0.7,8.65,7.3,0.56,9.21,2.57,4.64,0.03,8.96,4.68,3.41,5.3,7.25,4.66,1.16,3.82,4.73,0.3,-34.46
8.78,5.41,2.37,6.6,7.37,0.78,6.56,8.33,9.91,3.37,1.86,3.0,9.44,0.35,7.0,1.58,8.9,4.47,7.42,9.75,-6.47
7.47,1.13,3.03,1.14,4.25,7.74,6.18,2.51,6.35,9.1,2.77,6.79,4.54,0.75,2.0,8.22,2.31,6.8,2.44,8.5,-54.73
7.08,7.41,3.86,6.8,2.31,5.59,2.88,0.44,5.43,2.55,7.73,0.3,5.89,2.26,7.47,7.51,7.84,8.4,9.44,8.92,-11.31
0.86,6.55,8.57,3.32,8.92,9.09,4.86,7.71,8.7,4.43,9.17,9.95,7.43,0.82,6.9,3.11,5.46,8.08,9.9,5.32,45.29
6.69,10.0,0.59,7.62,7.16,2.69,8.78,8.11,7.27,8.11,1.47,2.48,8.18,2.17,9.92,3.62,4.97,2.66,3.97,0.17,-15.34
9.21,3.94,5.98,0.93,8.83,2.46,5.4,8.61,3.7,5.21,6.14,9.36,2.63,2.98,8.06,5.91,8.13,6.66,5.71,5.32,16.87
8.77,9.03,4.83,4.78,5.51,9.0,2.37,8.14,7.56,5.55,0.94,9.3,6.93,3.6,8.1,8.7,6.2,2.78,2.08,1.19,37.84
8.7,2.84,3.24,5.1,2.99,8.51,1.76,1.12,3.84,1.53,1.65,4.42,0.53,6.75,6.23,0.76,5.45,8.01,3.37,3.19,-38.09
6.2,3.89,3.4,8.52,4.17,0.34,9.63,5.8,5.8,7.08,8.67,2.25,2.15,1.48,4.1,0.8,7.51,9.57,5.31,8.74,-72.74
4.93,2.69,8.97,6.11,2.58,8.48,0.98,4.08,2.71,2.05,0.62,0.65,7.78,2.01,0.14,4.09,6.17,0.51,6.39,7.21,1.6
9.4,6.39,0.79,9.18,2.85,4.15,5.78,7.1,3.69,0.07,0.25,8.83,1.38,1.7,5.9,6.92,4.49,1.15,7.57,1.21,27.07
5.1,7.25,1.93,8.72,8.46,2.6,6.87,1.38,8.68,2.27,7.85,9.13,9.7,4.44,5.38,6.8,0.39,3.86,0.78,4.01,-9.97
0.28,5.27,9.06,1.7,2.12,6.99,4.72,2.42,9.14,5.83,6.29,6.37,0.81,1.81,6.44,8.84,1.57,1.29,4.84,4.07,35.3
7.05,6.29,3.39,2.67,3.98,9.69,5.04,1.3,8.75,8.4,0.68,9.72,9.37,5.23,7.91,8.12,0.84,2.54,2.53,5.53,-0.11
2.31,9.07,6.34,8.56,3.17,5.56,3.2,1.44,0.21,6.75,3.0,5.76,4.36,7.91,8.62,6.08,2.98,0.17,0.13,3.37,-19.47
7.85,8.39,2.75,7.92,2.16,6.55,3.44,6.52,6.45,1.84,9.68,0.64,5.72,8.44,9.8,9.17,8.96,3.83,6.95,0.91,-8.98
7.86,0.64,3.81,4.83,8.53,1.47,4.25,7.74,4.64,6.34,3.2,0.93,4.07,2.04,4.49,9.49,7.67,5.51,5.38,1.77,-37.2
6.47,5.51,8.62,2.34,3.23,1.72,4.21,8.61,7.63,1.71,4.57,0.33,9.41,5.2,8.72,7.14,2.31,2.22,0.07,3.01,37.24
8.02,8.79,1.72,8.7,5.76,6.51,5.44,4.64,9.91,9.26,6.44,0.59,5.67,6.9,0.39,0.24,6.06,6.64,4.56,4.06,-80.78
9.18,8.67,4.36,6.17,1.83,9.49,9.69,3.82,7.03,6.69,0.82,1.98,4.75,3.73,5.43,6.62,1.18,8.93,3.38,6.72,-59.03
0.85,5.37,9.28,4.33,0.32,8.14,2.87,0.09,1.54,0.34,0.65,2.14,5.51,1.36,8.78,4.59,1.92,0.19,3.7,4.95,36.7
6.82,9.4,9.02,8.46,4.97,1.35,7.45,8.9,0.31,4.23,3.2,9.33,3.74,2.28,5.79,8.31,5.63,3.0,3.05,6.03,33.21
3.35,3.05,6.73,0.03,7.88,9.37,9.67,5.31,2.23,3.39,3.44,3.66,8.56,8.11,3.46,3.09,2.41,2.59,5.63,8.22,-46.02
5.85,5.81,3.46,6.77,9.97,0.74,9.35,5.84,2.75,3.46,2.96,4.84,2.89,3.5,5.0,6.26,9.61,6.9,1.25,5.1,-39.7
3.64,4.14,4.07,8.26,9.2,8.55,8.3,7.44,3.15,3.85,1.14,2.03,0.17,4.58,8.0,4.53,4.19,4.73,0.4,6.75,-94.62
6.3,8.24,5.79,2.57,8.49,0.03,2.89,2.32,5.07,8.68,2.46,3.78,0.5,9.57,3.44,0.45,7.72,3.99,8.27,8.04,-31.39
9.97,2.94,1.63,1.37,3.31,3.61,1.53,9.35,2.2,0.4,4.05,6.53,5.19,0.28,0.43,3.53,7.29,0.42,6.89,4.23,34.74
1.45,5.13,2.65,7.73,1.06,2.5,5.91,4.76,0.4,8.23,4.18,0.44,6.25,4.2,6.35,0.48,7.04,4.38,0.06,6.51,-60.47
9.03,1.59,0.6,1.92,5.15,6.09,6.14,3.72,5.19,2.63,1.47,2.45,8.39,8.4,9.33,9.9,3.38,4.3,1.17,1.77,-39.58
5.46,6.16,1.29,7.64,1.51,7.72,6.29,9.71,5.71,7.47,2.72,7.59,9.13,1.02,9.47,6.07,3.48,0.04,7.87,0.61,16.85
7.97,5.65,6.35,0.76,1.02,0.62,6.46,4.2,2.97,8.18,0.21,3.5,9.82,9.72,7.87,8.68,4.17,2.31,1.64,2.72,3.71
8.8,1.94,9.02,5.78,1.23,6.46,3.92,8.74,8.64,5.92,1.43,2.12,6.67,3.13,6.67,4.77,2.23,5.77,6.17,3.28,5.87
9.73,3.27,0.98,8.08,9.63,3.32,5.86,9.72,3.82,1.46,0.0,7.89,1.26,1.97,7.71,2.81,4.91,6.83,3.23,1.37,-25.37
4.89,4.98,6.31,3.03,1.83,4.68,5.14,7.41,7.72,6.06,5.06,2.48,1.36,6.38,7.19,5.26,6.12,9.69,7.71,5.31,-15.07
6.71,3.32,5.74,0.59,7.62,1.83,0.73,4.15,9.68,2.03,1.09,8.96,9.42,9.48,6.19,7.71,5.89,2.35,0.03,0.42,53.91
2.78,6.58,8.45,5.22,1.42,9.89,4.21,1.85,1.55,6.68,7.21,0.81,2.53,6.02,1.75,7.71,5.9,8.32,1.35,8.6,-64.32
9.93,7.67,4.75,8.76,7.12,0.54,8.96,0.12,0.15,6.65,6.89,5.29,4.56,4.28,5.61,5.8,5.1,2.35,3.33,3.95,-35.45
0.67,6.11,3.96,6.07,2.01,0.33,4.12,6.57,6.96,9.83,4.67,2.94,2.69,5.7,3.21,1.85,2.28,0.36,4.07,5.25,-31.43
9.82,6.51,5.35,6.9,5.9,4.67,0.08,6.79,0.38,0.15,9.69,8.92,3.55,1.96,3.55,3.97,6.27,6.3,1.61,6.23,6.9
5.34,3.22,5.01,3.71,7.82,1.49,6.08,7.14,5.85,6.76,7.7,3.65,1.07,1.97,4.38,6.86,4.55,2.7,0.92,4.41,-43.6
3.1,4.28,8.5,8.43,3.55,1.92,1.91,4.21,2.88,3.01,9.68,4.29,0.4,2.92,5.89,7.77,1.81,1.21,0.36,0.23,11.95
2.1,5.63,8.52,2.42,7.03,6.76,5.1,7.19,5.27,1.1,6.61,5.26,5.45,3.57,7.54,0.06,3.67,6.88,3.99,1.62,26.5
0.24,0.33,9.74,1.35,5.02,7.49,2.87,3.8,1.26,9.5,2.81,0.11,7.86,3.7,3.16,9.98,2.24,8.88,7.23,2.41,-35.4
9.06,0.23,0.03,3.55,6.83,3.72,8.37,3.29,9.47,9.32,3.23,8.86,7.4,9.33,0.19,9.03,7.66,5.38,4.19,8.37,-73.19
5.79,8.17,9.31,3.25,0.89,8.38,6.5,7.85,4.65,5.96,1.15,9.3,2.71,8.88,9.32,6.06,8.91,7.04,4.21,6.84,20.52
7.21,8.64,5.66,6.4,2.42,5.39,2.28,5.62,5.43,6.6,4.13,3.17,3.88,4.62,2.83,9.33,1.68,9.92,4.97,6.63,-16.97
1.64,7.36,0.57,9.2,6.23,6.59,3.42,5.46,2.8,2.0,3.02,9.82,9.36,6.06,2.35,5.68,8.51,0.3,2.3,3.77,-4.34
2.88,0.94,1.03,7.11,6.24,3.22,1.43,2.37,9.05,5.96,3.8,1.52,7.73,8.25,3.13,7.87,2.18,5.76,4.03,4.9,-72.34
3.0,7.75,5.07,4.81,4.76,0.76,8.37,6.19,1.79,1.34,0.33,5.59,9.3,6.45,6.19,2.02,5.45,6.21,5.85,3.11,23.66
8.6,2.18,7.98,0.45,2.6,1.33,4.5,1.31,4.66,6.06,0.17,0.36,1.86,3.15,1.85,7.51,4.95,4.47,4.47,9.4,-26.54
2.1,2.55,1.29,1.1,8.66,6.26,3.93,8.87,4.95,4.75,6.09,8.75,8.49,2.0,0.27,7.61,6.22,7.39,1.41,6.3,-23.3
9.75,5.87,5.28,2.88,0.82,8.16,0.13,9.54,0.04,2.83,4.38,5.01,8.21,1.67,3.52,7.2,4.87,2.9,9.28,3.06,39.94
4.56,2.81,9.54,8.2,0.27,2.02,9.26,9.81,3.21,0.77,4.75,3.73,1.49,7.15,1.29,1.0,3.06,5.19,2.02,3.93,-21.24
0.05,6.56,9.52,9.51,4.38,8.96,7.66,0.45,1.06,2.45,9.19,4.72,4.0,3.58,5.84,3.24,3.36,7.07,1.24,6.84,-35.73
3.02,1.93,7.1,9.77,4.93,4.96,3.41,0.46,6.7,9.81,7.94,1.6,1.97,5.77,0.96,0.16,7.26,7.73,4.36,7.49,-90.15
0.34,7.64,3.29,4.04,7.19,6.28,5.7,8.96,2.59,7.74,2.75,2.68,0.06,5.0,4.48,5.79,8.89,8.64,8.34,0.48,-34.81
6.3,6.34,0.32,1.22,1.8,0.27,3.78,3.73,1.1,3.49,2.95,5.44,6.11,5.65,1.65,5.42,6.18,0.93,3.56,1.55,14.92
4.66,1.41,3.17,7.38,5.98,8.4,8.65,3.18,9.73,3.43,4.48,6.1,8.93,7.47,5.97,5.41,4.53,6.46,8.58,8.27,-48.85
3.64,5.86,2.07,9.92,7.03,3.98,3.56,8.25,0.8,6.4,6.88,8.54,7.21,7.4,0.14,4.48,3.04,7.65,8.37,7.3,-59.69
1.26,4.01,2.92,3.92,4.86,1.57,2.43,7.53,5.74,3.1,0.54,3.94,5.46,9.66,6.12,1.13,6.74,4.48,0.56,4.82,-20.81
0.81,5.33,5.48,3.91,4.92,5.13,7.77,7.6,1.57,3.51,9.27,4.7,1.54,1.22,5.4,8.86,5.16,4.73,6.93,8.36,-14.3
1.15,3.97,2.29,6.11,0.53,2.67,1.49,0.34,1.45,3.83,1.31,4.38,5.23,0.89,2.97,8.52,8.48,5.21,0.21,6.37,-5.0
0.89,5.15,4.77,7.58,3.62,7.17,0.61,5.04,6.56,1.73,2.81,7.61,6.45,7.35,7.61,5.92,0.93,6.35,5.87,6.77,2.88
2.61,6.63,5.08,8.83,2.72,4.62,2.64,8.81,8.13,0.47,5.67,7.43,1.68,3.35,9.24,5.78,2.47,4.81,2.9,5.33,25.74
4.15,2.63,6.16,3.57,4.05,3.14,4.63,8.11,5.56,0.59,6.72,3.87,8.61,2.49,1.97,9.13,9.63,2.54,5.75,8.85,21.74
1.19,0.26,1.96,8.75,9.59,1.77,1.72,6.54,1.04,8.67,7.05,1.74,2.13,8.63,2.06,9.64,3.02,0.2,5.83,1.11,-94.98
0.03,5.29,4.12,0.41,7.69,4.35,4.83,3.69,3.25,9.32,0.98,8.04,3.02,8.3,5.66,6.99,9.69,0.66,2.14,6.2,-18.61
